57754.15 18.6 0.1 u
57756.23 18.6 0.1 u
57757.23 18.65 0.07 u
57759.24 18.68 0.09 u
57764.17 18.81 0.01 u
57754.15 17.69 0.04 g
57756.23 17.61 0.06 g
57757.23 17.55 0.05 g
57759.24 17.49 0.04 g
57764.17 17.45 0.04 g
57769.28 17.7 0.05 g
57771.28 17.87 0.04 g
57779.49 18.55 0.04 g
57781.44 18.6 0.1 g
57788.2 19.02 0.05 g
57790.19 19.13 0.05 g
57812.11 19.47 0.04 g
57816.09 19.47 0.05 g
57822.94 19.38 0.07 g
57826.13 19.7 0.04 g
57832.33 19.7 0.1 g
57839.99 19.81 0.07 g
57855.19 20.12 0.06 g
57856.91 19.8 0.1 g
57864.91 20.04 0.07 g
57873.94 20.14 0.07 g
57880.9 20.34 0.07 g
57894.9 20.3 0.2 g
57922.9 20.7 0.2 g
57754.15 17.52 0.05 r
57756.23 17.38 0.02 r
57757.23 17.33 0.02 r
57759.24 17.22 0.02 r
57764.17 17.11 0.02 r
57769.28 17.15 0.02 r
57771.28 17.23 0.02 r
57779.49 17.62 0.02 r
57781.44 17.72 0.03 r
57788.2 18.06 0.02 r
57790.19 18.14 0.02 r
57812.11 18.61 0.06 r
57816.09 18.65 0.06 r
57819.51 18.79 0.05 r
57822.94 18.84 0.05 r
57826.13 18.76 0.03 r
57832.33 19.07 0.05 r
57839.99 19.03 0.06 r
57855.19 19.14 0.02 r
57856.91 19.3 0.2 r
57864.91 19.43 0.06 r
57873.94 19.54 0.08 r
57880.9 19.77 0.04 r
57894.9 19.7 0.1 r
57922.9 20.2 0.1 r
57754.15 17.57 0.08 i
57756.23 17.47 0.07 i
57757.23 17.42 0.03 i
57759.24 17.29 0.02 i
57764.17 17.14 0.02 i
57769.28 17.09 0.03 i
57771.28 17.12 0.03 i
57779.49 17.44 0.02 i
57781.44 17.46 0.03 i
57788.2 17.75 0.03 i
57790.19 17.83 0.03 i
57812.11 18.38 0.05 i
57816.09 18.45 0.06 i
57819.51 18.63 0.03 i
57822.94 18.71 0.05 i
57826.13 18.62 0.02 i
57832.33 18.96 0.05 i
57839.99 18.96 0.07 i
57856.91 19.3 0.1 i
57864.91 19.51 0.01 i
57873.94 19.61 0.09 i
57880.9 19.9 0.08 i
57894.9 19.8 0.2 i
57922.9 20.31 0.08 i
57754.15 17.69 0.08 z
57756.23 17.56 0.05 z
57757.23 17.53 0.04 z
57759.24 17.42 0.02 z
57764.17 17.27 0.03 z
57769.28 17.27 0.02 z
57771.28 17.29 0.02 z
57788.2 17.74 0.02 z
57790.19 17.79 0.02 z
57812.11 18.15 0.04 z
57816.09 18.19 0.05 z
57822.94 18.31 0.05 z
57826.13 18.28 0.03 z
57839.99 18.61 0.05 z
