53695.33 16.196 0.012 u
53698.33 16.224 0.011 u
53699.3 16.234 0.012 u
53702.29 16.284 0.012 u
53703.34 16.313 0.013 u
53706.29 16.356 0.013 u
53712.29 16.457 0.012 u
53716.32 16.565 0.013 u
53721.27 16.703 0.016 u
53726.32 16.836 0.016 u
53728.31 16.913 0.016 u
53730.34 16.945 0.018 u
53736.27 17.142 0.017 u
53739.27 17.239 0.019 u
53741.25 17.284 0.02 u
53745.31 17.34 0.017 u
53748.25 17.495 0.02 u
53751.25 17.554 0.023 u
53755.21 17.66 0.018 u
53761.25 17.902 0.018 u
53763.19 18.002 0.023 u
53765.19 18.115 0.025 u
53768.15 18.219 0.025 u
53771.18 18.327 0.025 u
53772.17 18.41 0.022 u
53774.17 18.429 0.029 u
53775.04 18.59 0.044 u
53778.16 18.557 0.047 u
53781.21 18.75 0.049 u
53783.18 18.939 0.044 u
53784.2 18.956 0.043 u
53798.16 19.582 0.053 u
53804.18 19.859 0.127 u
53695.33 16.209 0.009 B
53698.33 16.222 0.007 B
53699.3 16.231 0.009 B
53703.34 16.264 0.007 B
53706.29 16.3 0.008 B
53712.29 16.381 0.007 B
53716.32 16.431 0.009 B
53721.27 16.517 0.008 B
53726.32 16.611 0.009 B
53728.31 16.654 0.008 B
53730.34 16.686 0.008 B
53736.27 16.796 0.008 B
53739.27 16.818 0.008 B
53741.25 16.869 0.009 B
53745.31 16.929 0.008 B
53748.25 16.945 0.008 B
53751.25 17.003 0.009 B
53755.21 17.086 0.009 B
53761.25 17.204 0.009 B
53763.19 17.261 0.009 B
53765.19 17.299 0.011 B
53768.15 17.38 0.007 B
53771.18 17.46 0.009 B
53772.17 17.483 0.008 B
53774.17 17.545 0.009 B
53775.04 17.562 0.011 B
53778.16 17.629 0.014 B
53781.21 17.716 0.015 B
53783.18 17.773 0.013 B
53784.2 17.809 0.01 B
53798.16 18.262 0.013 B
53804.18 18.431 0.024 B
53819.06 18.886 0.014 B
53824.1 19.057 0.016 B
53832.08 19.282 0.026 B
53838.12 19.39 0.043 B
53841.07 19.628 0.029 B
53870.01 20.041 0.048 B
53695.33 16.067 0.007 g
53698.33 16.102 0.005 g
53699.3 16.103 0.006 g
53702.29 16.122 0.005 g
53703.34 16.134 0.006 g
53706.29 16.152 0.007 g
53712.29 16.236 0.007 g
53716.32 16.286 0.006 g
53721.27 16.347 0.008 g
53726.32 16.423 0.008 g
53728.31 16.449 0.008 g
53730.34 16.495 0.005 g
53736.27 16.577 0.007 g
53739.27 16.617 0.008 g
53741.25 16.644 0.004 g
53745.31 16.694 0.008 g
53748.25 16.724 0.006 g
53751.25 16.771 0.007 g
53755.21 16.827 0.007 g
53761.25 16.932 0.006 g
53763.19 16.956 0.01 g
53765.19 16.99 0.011 g
53768.15 17.077 0.005 g
53771.18 17.13 0.01 g
53772.17 17.167 0.007 g
53774.17 17.215 0.007 g
53775.04 17.23 0.007 g
53778.16 17.299 0.012 g
53781.21 17.352 0.011 g
53783.18 17.415 0.008 g
53784.2 17.455 0.007 g
53798.16 17.791 0.01 g
53804.18 18.001 0.013 g
53819.06 18.365 0.011 g
53824.1 18.535 0.011 g
53832.08 18.755 0.016 g
53838.12 18.935 0.021 g
53841.07 18.995 0.015 g
53870.01 19.643 0.026 g
53695.33 16.074 0.008 V
53698.33 16.089 0.005 V
53699.3 16.097 0.009 V
53702.29 16.116 0.007 V
53703.34 16.106 0.007 V
53706.29 16.137 0.008 V
53712.29 16.189 0.009 V
53716.32 16.234 0.008 V
53721.27 16.306 0.009 V
53726.32 16.352 0.009 V
53728.31 16.377 0.009 V
53730.34 16.413 0.005 V
53736.27 16.465 0.008 V
53739.27 16.514 0.009 V
53741.25 16.522 0.008 V
53745.31 16.563 0.008 V
53748.25 16.593 0.007 V
53751.25 16.631 0.008 V
53755.21 16.675 0.008 V
53761.25 16.751 0.008 V
53763.19 16.792 0.008 V
53765.19 16.824 0.012 V
53768.15 16.893 0.006 V
53771.18 16.928 0.008 V
53772.17 16.94 0.007 V
53774.17 16.971 0.008 V
53775.04 16.985 0.007 V
53778.16 17.024 0.011 V
53781.21 17.087 0.01 V
53783.18 17.14 0.009 V
53784.2 17.159 0.008 V
53798.16 17.483 0.011 V
53804.18 17.615 0.012 V
53819.06 17.964 0.012 V
53824.1 18.111 0.01 V
53832.08 18.329 0.014 V
53838.12 18.467 0.017 V
53841.07 18.586 0.015 V
53870.01 19.143 0.026 V
53691.5 16.3 0.016 r
53695.33 16.066 0.008 r
53698.33 16.084 0.004 r
53699.3 16.082 0.008 r
53702.29 16.106 0.004 r
53703.34 16.104 0.008 r
53706.29 16.099 0.009 r
53712.29 16.177 0.006 r
53716.32 16.213 0.008 r
53721.27 16.246 0.008 r
53726.32 16.301 0.009 r
53728.31 16.32 0.008 r
53730.34 16.336 0.008 r
53736.27 16.41 0.009 r
53739.27 16.429 0.009 r
53741.25 16.45 0.005 r
53745.31 16.469 0.008 r
53748.25 16.503 0.006 r
53751.25 16.539 0.008 r
53755.21 16.558 0.008 r
53761.25 16.642 0.007 r
53763.19 16.653 0.012 r
53765.19 16.724 0.013 r
53768.15 16.752 0.005 r
53771.18 16.8 0.013 r
53772.17 16.79 0.006 r
53774.17 16.825 0.009 r
53775.04 16.852 0.006 r
53778.16 16.876 0.01 r
53781.21 16.925 0.009 r
53783.18 16.954 0.008 r
53784.2 16.982 0.009 r
53798.16 17.266 0.012 r
53804.18 17.36 0.009 r
53819.06 17.65 0.011 r
53824.1 17.78 0.011 r
53832.08 17.994 0.011 r
