wave	flux	eflux
3.44000000e+03	2.86436770e-15	6.45505800e-16
3.44200000e+03	5.11788900e-15	6.88981200e-16
3.44400000e+03	5.48761070e-15	6.92940700e-16
3.44600000e+03	4.66673820e-15	6.72867100e-16
3.44800000e+03	4.78581070e-15	7.05292500e-16
3.45000000e+03	5.12970980e-15	7.23455500e-16
3.45200000e+03	5.20341340e-15	7.32653200e-16
3.45400000e+03	4.90483250e-15	7.03546500e-16
3.45600000e+03	3.94710960e-15	7.04073100e-16
3.45800000e+03	5.90533380e-15	7.38855100e-16
3.46000000e+03	4.18606280e-15	6.86147600e-16
3.46200000e+03	4.09794870e-15	6.90237700e-16
3.46400000e+03	4.56910040e-15	7.01742200e-16
3.46600000e+03	5.08488890e-15	6.97847700e-16
3.46800000e+03	6.79364980e-15	7.26008200e-16
3.47000000e+03	5.70320730e-15	7.05307900e-16
3.47200000e+03	3.84663850e-15	6.65243100e-16
3.47400000e+03	4.91396220e-15	6.86677900e-16
3.47600000e+03	5.83095490e-15	7.29806900e-16
3.47800000e+03	4.56612500e-15	7.30412500e-16
3.48000000e+03	4.17471080e-15	7.58222300e-16
3.48200000e+03	5.10967550e-15	7.57809800e-16
3.48400000e+03	6.42927290e-15	7.68841600e-16
3.48600000e+03	5.45338570e-15	7.58716000e-16
3.48800000e+03	5.07668910e-15	7.61995300e-16
3.49000000e+03	6.28003300e-15	7.72044000e-16
3.49200000e+03	5.46712640e-15	7.50925500e-16
3.49400000e+03	5.76206150e-15	7.48977000e-16
3.49600000e+03	6.23152200e-15	7.40274600e-16
3.49800000e+03	6.06458720e-15	7.32032100e-16
3.50000000e+03	6.54499290e-15	7.55918000e-16
3.50200000e+03	4.00714810e-15	7.15019900e-16
3.50400000e+03	5.91345970e-15	7.40148700e-16
3.50600000e+03	3.92371830e-15	7.09668500e-16
3.50800000e+03	4.52189620e-15	7.29597700e-16
3.51000000e+03	5.39299790e-15	7.42240300e-16
3.51200000e+03	4.93600130e-15	7.42512900e-16
3.51400000e+03	5.76510250e-15	7.35017800e-16
3.51600000e+03	4.45632580e-15	7.17491200e-16
3.51800000e+03	4.89825670e-15	7.15514900e-16
3.52000000e+03	4.20804500e-15	7.03131100e-16
3.52200000e+03	5.17339830e-15	6.99245000e-16
