wave	flux	eflux
9.38037100e+03	6.43512950e-16	7.67698700e-18
9.38731700e+03	6.33846700e-16	7.37505300e-18
9.39426500e+03	6.24794400e-16	7.39176300e-18
9.40121200e+03	6.40810500e-16	8.83818300e-18
9.40815900e+03	6.30830800e-16	7.94710550e-18
9.41510600e+03	5.79891800e-16	8.88494550e-18
9.42205400e+03	5.38301800e-16	7.45581400e-18
9.42900100e+03	6.58169200e-16	8.21044800e-18
9.43594800e+03	6.44427100e-16	9.46215600e-18
9.44289550e+03	6.42182260e-16	8.22844600e-18
9.44984300e+03	6.33354960e-16	7.74443600e-18
9.45679000e+03	5.58565240e-16	7.06848200e-18
9.46373700e+03	6.79120260e-16	8.11924300e-18
9.47068500e+03	5.43713940e-16	8.72788600e-18
9.47763100e+03	6.43250100e-16	8.04685700e-18
9.48457800e+03	5.95249070e-16	7.03541840e-18
9.49152500e+03	6.35232150e-16	7.15423700e-18
9.49847300e+03	5.93514300e-16	6.85742940e-18
9.50542000e+03	5.98077740e-16	7.46973460e-18
9.51236700e+03	5.84493130e-16	6.75209830e-18
9.51931400e+03	6.69778540e-16	8.95416100e-18
9.52626200e+03	6.12999760e-16	6.93864400e-18
9.53320900e+03	6.37542900e-16	7.03168700e-18
9.54015600e+03	6.39521200e-16	6.83079460e-18
9.54710400e+03	5.68476160e-16	7.09273400e-18
9.55405100e+03	6.12715900e-16	6.93383360e-18
9.56099800e+03	5.68745400e-16	7.11443500e-18
9.56794500e+03	5.55653300e-16	6.35446930e-18
9.57489200e+03	5.49159300e-16	6.27581230e-18
9.58183900e+03	5.31893970e-16	7.49773400e-18
9.58878600e+03	5.94938630e-16	7.00905900e-18
9.59573300e+03	5.77120800e-16	6.26857070e-18
9.60268100e+03	5.94122900e-16	6.38633900e-18
9.60962800e+03	5.38881670e-16	5.95186730e-18
9.61657500e+03	5.92074800e-16	6.19939600e-18
9.62352200e+03	6.27497000e-16	7.59138140e-18
9.63047000e+03	5.80249400e-16	6.12744630e-18
