wave	flux	eflux
3.24940259e+03	1.87332559e-15	1.87332559e-16
3.25113892e+03	1.13400273e-15	1.13400273e-16
3.25287525e+03	2.03658675e-15	2.03658675e-16
3.25461158e+03	2.45276516e-15	2.45276516e-16
3.25634791e+03	1.32579640e-15	1.32579640e-16
3.25808424e+03	1.31977273e-15	1.31977273e-16
3.25982057e+03	1.64973611e-15	1.64973611e-16
3.26155690e+03	1.01475892e-15	1.01475892e-16
3.26329323e+03	8.94778500e-16	8.94778500e-17
3.26502956e+03	8.69638139e-16	8.69638139e-17
3.26676589e+03	1.45378732e-15	1.45378732e-16
3.26850222e+03	1.34607458e-15	1.34607458e-16
3.27023855e+03	1.47157088e-15	1.47157088e-16
3.27197488e+03	1.62797890e-15	1.62797890e-16
3.27371121e+03	8.30239778e-16	8.30239778e-17
3.27544754e+03	1.25395403e-15	1.25395403e-16
3.27718387e+03	9.97451705e-16	9.97451705e-17
3.27892020e+03	1.46282812e-15	1.46282812e-16
3.28065653e+03	2.30006079e-15	2.30006079e-16
3.28239286e+03	1.79759598e-15	1.79759598e-16
3.28412919e+03	3.04555418e-15	3.04555418e-16
3.28586552e+03	2.39994927e-15	2.39994927e-16
3.28760185e+03	1.37300716e-15	1.37300716e-16
3.28933818e+03	6.15054393e-16	6.15054393e-17
3.29107451e+03	5.30641207e-16	5.30641207e-17
3.29281084e+03	6.34733086e-16	6.34733086e-17
3.29454717e+03	8.19259002e-16	8.19259002e-17
3.29628350e+03	1.37619921e-15	1.37619921e-16
3.29801983e+03	1.40873469e-15	1.40873469e-16
3.29975616e+03	1.72518790e-15	1.72518790e-16
3.30149249e+03	1.22282504e-15	1.22282504e-16
3.30322882e+03	1.50362261e-15	1.50362261e-16
3.30496515e+03	1.17341507e-15	1.17341507e-16
3.30670148e+03	1.72333184e-15	1.72333184e-16
3.30843781e+03	1.80161811e-15	1.80161811e-16
3.31017414e+03	1.34627470e-15	1.34627470e-16
3.31191047e+03	1.82092602e-15	1.82092602e-16
3.31364680e+03	1.38694742e-15	1.38694742e-16
3.31538313e+03	1.49820033e-15	1.49820033e-16
3.31711946e+03	1.90377177e-15	1.90377177e-16
3.31885579e+03	1.88900566e-15	1.88900566e-16
3.32059212e+03	1.47211351e-15	1.47211351e-16
3.32232845e+03	1.37688509e-15	1.37688509e-16
3.32406478e+03	2.37291473e-15	2.37291473e-16
3.32580111e+03	2.12939340e-15	2.12939340e-16
3.32753744e+03	2.00328967e-15	2.00328967e-16
3.32927377e+03	1.69179563e-15	1.69179563e-16
3.33101010e+03	1.49631345e-15	1.49631345e-16
3.33274643e+03	1.86316501e-15	1.86316501e-16
3.33448276e+03	1.52399756e-15	1.52399756e-16
3.33621909e+03	1.20960212e-15	1.20960212e-16
3.33795542e+03	1.44704684e-15	1.44704684e-16
3.33969175e+03	1.47103640e-15	1.47103640e-16
3.34142808e+03	1.06529396e-15	1.06529396e-16
3.34316441e+03	1.17786242e-15	1.17786242e-16
3.34490074e+03	1.93951211e-15	1.93951211e-16
3.34663707e+03	1.81099646e-15	1.81099646e-16
3.34837340e+03	1.67564663e-15	1.67564663e-16
3.35010973e+03	1.46891130e-15	1.46891130e-16
3.35184606e+03	1.94955030e-15	1.94955030e-16
3.35358239e+03	2.11710041e-15	2.11710041e-16
3.35531872e+03	1.64707452e-15	1.64707452e-16
3.35705505e+03	1.10877703e-15	1.10877703e-16
3.35879138e+03	1.48167852e-15	1.48167852e-16
3.36052771e+03	1.76998821e-15	1.76998821e-16
3.36226404e+03	1.74587901e-15	1.74587901e-16
3.36400037e+03	2.05167389e-15	2.05167389e-16
3.36573670e+03	2.07659211e-15	2.07659211e-16
3.36747303e+03	2.22548357e-15	2.22548357e-16
3.36920936e+03	2.14101024e-15	2.14101024e-16
3.37094569e+03	1.73104312e-15	1.73104312e-16
3.37268202e+03	1.45564550e-15	1.45564550e-16
3.37441835e+03	1.95766848e-15	1.95766848e-16
3.37615468e+03	1.95798251e-15	1.95798251e-16
3.37789101e+03	1.88549259e-15	1.88549259e-16
3.37962734e+03	1.76482311e-15	1.76482311e-16
3.38136367e+03	9.48004886e-16	9.48004886e-17
3.38310000e+03	1.24238314e-15	1.24238314e-16
3.38483633e+03	1.43196521e-15	1.43196521e-16
3.38657266e+03	1.04632095e-15	1.04632095e-16
3.38830899e+03	1.10233334e-15	1.10233334e-16
3.39004532e+03	1.59533510e-15	1.59533510e-16
3.39178165e+03	1.46505889e-15	1.46505889e-16
3.39351798e+03	1.42477263e-15	1.42477263e-16
3.39525431e+03	1.55295095e-15	1.55295095e-16
3.39699064e+03	1.45797060e-15	1.45797060e-16
3.39872697e+03	1.95505644e-15	1.95505644e-16
3.40046330e+03	2.12531027e-15	2.12531027e-16
3.40219963e+03	1.90245633e-15	1.90245633e-16
3.40393596e+03	1.97075259e-15	1.97075259e-16
3.40567229e+03	1.59705606e-15	1.59705606e-16
3.40740862e+03	1.33956535e-15	1.33956535e-16
3.40914495e+03	1.70397406e-15	1.70397406e-16
3.41088128e+03	2.32275768e-15	2.32275768e-16
3.41261761e+03	2.18553135e-15	2.18553135e-16
3.41435394e+03	1.38421510e-15	1.38421510e-16
3.41609027e+03	1.31058337e-15	1.31058337e-16
3.41782660e+03	1.41404421e-15	1.41404421e-16
3.41956293e+03	1.48274483e-15	1.48274483e-16
3.42129926e+03	1.53117204e-15	1.53117204e-16
3.42303559e+03	1.66438141e-15	1.66438141e-16
3.42477192e+03	1.79077948e-15	1.79077948e-16
3.42650825e+03	1.69247961e-15	1.69247961e-16
3.42824458e+03	1.96465269e-15	1.96465269e-16
3.42998091e+03	1.90927748e-15	1.90927748e-16
3.43171724e+03	2.07094240e-15	2.07094240e-16
3.43345357e+03	1.75588257e-15	1.75588257e-16
3.43518990e+03	1.48623016e-15	1.48623016e-16
3.43692623e+03	1.88619372e-15	1.88619372e-16
3.43866256e+03	1.44350518e-15	1.44350518e-16
3.44039889e+03	1.24292778e-15	1.24292778e-16
3.44213522e+03	1.46138573e-15	1.46138573e-16
3.44387155e+03	1.36186624e-15	1.36186624e-16
3.44560788e+03	1.83593248e-15	1.83593248e-16
3.44734421e+03	1.76262792e-15	1.76262792e-16
3.44908054e+03	1.72210512e-15	1.72210512e-16
3.45081687e+03	1.63439232e-15	1.63439232e-16
3.45255320e+03	1.82132963e-15	1.82132963e-16
3.45428953e+03	1.80447664e-15	1.80447664e-16
3.45602586e+03	1.95669778e-15	1.95669778e-16
3.45776219e+03	2.17269563e-15	2.17269563e-16
3.45949852e+03	1.86537725e-15	1.86537725e-16
3.46123485e+03	1.42123499e-15	1.42123499e-16
3.46297118e+03	1.31511807e-15	1.31511807e-16
3.46470751e+03	1.51225281e-15	1.51225281e-16
3.46644384e+03	1.17455189e-15	1.17455189e-16
3.46818017e+03	1.58912423e-15	1.58912423e-16
3.46991650e+03	1.93836396e-15	1.93836396e-16
3.47165283e+03	1.95050893e-15	1.95050893e-16
3.47338916e+03	2.14172831e-15	2.14172831e-16
3.47512549e+03	1.95532453e-15	1.95532453e-16
3.47686182e+03	1.71377593e-15	1.71377593e-16
3.47859815e+03	2.14612759e-15	2.14612759e-16
3.48033448e+03	2.25543232e-15	2.25543232e-16
3.48207081e+03	1.71620638e-15	1.71620638e-16
3.48380714e+03	1.77395254e-15	1.77395254e-16
3.48554347e+03	1.85254766e-15	1.85254766e-16
3.48727980e+03	1.83648114e-15	1.83648114e-16
3.48901613e+03	1.77295452e-15	1.77295452e-16
3.49075246e+03	1.94424068e-15	1.94424068e-16
3.49248879e+03	1.69706365e-15	1.69706365e-16
3.49422512e+03	1.60537837e-15	1.60537837e-16
3.49596145e+03	2.22166641e-15	2.22166641e-16
3.49769778e+03	2.24432793e-15	2.24432793e-16
3.49943411e+03	1.79857663e-15	1.79857663e-16
3.50117044e+03	1.73049488e-15	1.73049488e-16
3.50290677e+03	1.79513450e-15	1.79513450e-16
3.50464310e+03	1.78481171e-15	1.78481171e-16
3.50637943e+03	1.98558753e-15	1.98558753e-16
3.50811576e+03	2.13883210e-15	2.13883210e-16
3.50985209e+03	1.88219594e-15	1.88219594e-16
3.51158842e+03	1.96401657e-15	1.96401657e-16
3.51332475e+03	1.83731081e-15	1.83731081e-16
3.51506108e+03	2.00407360e-15	2.00407360e-16
3.51679741e+03	1.75415071e-15	1.75415071e-16
3.51853374e+03	1.73703492e-15	1.73703492e-16
3.52027007e+03	2.07173247e-15	2.07173247e-16
3.52200640e+03	2.05819752e-15	2.05819752e-16
3.52374273e+03	2.35064306e-15	2.35064306e-16
3.52547906e+03	2.28741607e-15	2.28741607e-16
3.52721539e+03	1.83135003e-15	1.83135003e-16
3.52895172e+03	1.83705459e-15	1.83705459e-16
3.53068805e+03	1.81733862e-15	1.81733862e-16
3.53242438e+03	1.93737145e-15	1.93737145e-16
3.53416071e+03	1.77421469e-15	1.77421469e-16
3.53589704e+03	1.77673885e-15	1.77673885e-16
3.53763337e+03	1.61886885e-15	1.61886885e-16
3.53936970e+03	1.57370304e-15	1.57370304e-16
3.54110603e+03	2.05249339e-15	2.05249339e-16
3.54284236e+03	1.86047441e-15	1.86047441e-16
3.54457869e+03	1.60472785e-15	1.60472785e-16
3.54631502e+03	1.64087731e-15	1.64087731e-16
3.54805135e+03	1.56969128e-15	1.56969128e-16
3.54978768e+03	1.80051210e-15	1.80051210e-16
3.55152401e+03	2.33520758e-15	2.33520758e-16
3.55326034e+03	2.16053244e-15	2.16053244e-16
3.55499667e+03	2.00300253e-15	2.00300253e-16
3.55673300e+03	2.17985009e-15	2.17985009e-16
3.55846933e+03	2.38364918e-15	2.38364918e-16
3.56020566e+03	1.86267183e-15	1.86267183e-16
3.56194199e+03	1.88643618e-15	1.88643618e-16
3.56367832e+03	1.89759775e-15	1.89759775e-16
3.56541465e+03	1.75187621e-15	1.75187621e-16
3.56715098e+03	1.74355125e-15	1.74355125e-16
3.56888731e+03	1.48380606e-15	1.48380606e-16
3.57062364e+03	1.87706016e-15	1.87706016e-16
3.57235997e+03	2.29615110e-15	2.29615110e-16
3.57409630e+03	1.88925701e-15	1.88925701e-16
3.57583263e+03	1.95998702e-15	1.95998702e-16
3.57756896e+03	2.09617636e-15	2.09617636e-16
3.57930529e+03	2.03357639e-15	2.03357639e-16
3.58104162e+03	2.10888906e-15	2.10888906e-16
3.58277795e+03	1.87435643e-15	1.87435643e-16
3.58451428e+03	1.76246751e-15	1.76246751e-16
3.58625061e+03	1.87319176e-15	1.87319176e-16
3.58798694e+03	2.11192334e-15	2.11192334e-16
3.58972327e+03	2.16819873e-15	2.16819873e-16
3.59145960e+03	2.25375456e-15	2.25375456e-16
3.59319593e+03	1.89104171e-15	1.89104171e-16
3.59493226e+03	1.90818354e-15	1.90818354e-16
3.59666859e+03	1.77180795e-15	1.77180795e-16
3.59840492e+03	2.05757877e-15	2.05757877e-16
3.60014125e+03	2.29323328e-15	2.29323328e-16
3.60187758e+03	2.40656100e-15	2.40656100e-16
3.60361391e+03	1.98247977e-15	1.98247977e-16
3.60535024e+03	2.01847337e-15	2.01847337e-16
3.60708657e+03	1.76164197e-15	1.76164197e-16
3.60882290e+03	1.68606313e-15	1.68606313e-16
3.61055923e+03	2.07794483e-15	2.07794483e-16
3.61229556e+03	2.29831294e-15	2.29831294e-16
3.61403189e+03	2.20210821e-15	2.20210821e-16
3.61576822e+03	1.99972133e-15	1.99972133e-16
3.61750455e+03	1.81752942e-15	1.81752942e-16
3.61924088e+03	1.71851963e-15	1.71851963e-16
3.62097721e+03	1.52916531e-15	1.52916531e-16
3.62271354e+03	1.65448362e-15	1.65448362e-16
3.62444987e+03	1.99739686e-15	1.99739686e-16
3.62618620e+03	2.04489021e-15	2.04489021e-16
3.62792253e+03	2.29578794e-15	2.29578794e-16
3.62965886e+03	2.09851650e-15	2.09851650e-16
3.63139520e+03	1.85888474e-15	1.85888474e-16
3.63313153e+03	2.01536582e-15	2.01536582e-16
3.63486786e+03	2.30020077e-15	2.30020077e-16
3.63660419e+03	2.19818941e-15	2.19818941e-16
