wave	flux	eflux
3.90286321e+03	3.04250794e-16	3.04250794e-17
3.90459962e+03	3.23753304e-16	3.23753304e-17
3.90633603e+03	1.34101634e-16	1.34101634e-17
3.90980886e+03	1.68399944e-16	1.68399944e-17
3.91154527e+03	2.33283991e-16	2.33283991e-17
3.91328168e+03	1.72978395e-16	1.72978395e-17
3.91501810e+03	1.29501239e-16	1.29501239e-17
3.91675451e+03	1.80029958e-16	1.80029958e-17
3.92022734e+03	1.62753490e-16	1.62753490e-17
3.92370016e+03	1.49564631e-16	1.49564631e-17
3.92543658e+03	2.53248108e-16	2.53248108e-17
3.92717299e+03	3.15647807e-16	3.15647807e-17
3.92890940e+03	2.02215736e-16	2.02215736e-17
3.93064581e+03	3.04095681e-16	3.04095681e-17
3.93238223e+03	3.80776912e-16	3.80776912e-17
3.93411864e+03	2.05906457e-16	2.05906457e-17
3.93759147e+03	4.98478254e-16	4.98478254e-17
3.93932788e+03	5.90145007e-16	5.90145007e-17
3.94106429e+03	2.73460061e-16	2.73460061e-17
3.94280071e+03	1.99161203e-16	1.99161203e-17
3.94453712e+03	2.68921314e-16	2.68921314e-17
3.94627353e+03	2.89305903e-16	2.89305903e-17
3.95495560e+03	2.20655233e-16	2.20655233e-17
3.95669201e+03	2.99847996e-16	2.99847996e-17
3.95842842e+03	2.17951265e-16	2.17951265e-17
3.96016484e+03	1.85325555e-16	1.85325555e-17
3.96190125e+03	1.99243497e-16	1.99243497e-17
3.96363766e+03	3.51657719e-16	3.51657719e-17
3.96537407e+03	3.07565631e-16	3.07565631e-17
3.96711049e+03	2.58199333e-16	2.58199333e-17
3.96884690e+03	4.43218831e-16	4.43218831e-17
3.97058331e+03	2.10986854e-16	2.10986854e-17
3.97231973e+03	1.87292405e-16	1.87292405e-17
3.97405614e+03	3.80506523e-16	3.80506523e-17
3.97579255e+03	3.77045387e-16	3.77045387e-17
3.97752897e+03	1.56444815e-16	1.56444815e-17
3.97926538e+03	1.96072987e-16	1.96072987e-17
3.98100179e+03	3.15058431e-16	3.15058431e-17
3.98273820e+03	3.25679933e-16	3.25679933e-17
3.98447462e+03	4.19449974e-16	4.19449974e-17
3.98621103e+03	2.72345498e-16	2.72345498e-17
3.98794744e+03	2.12471319e-16	2.12471319e-17
3.98968386e+03	3.41596873e-16	3.41596873e-17
3.99142027e+03	3.39963529e-16	3.39963529e-17
3.99315668e+03	3.92500748e-16	3.92500748e-17
3.99489310e+03	3.37310278e-16	3.37310278e-17
3.99662951e+03	2.26931879e-16	2.26931879e-17
3.99836592e+03	2.97544887e-16	2.97544887e-17
4.00010233e+03	2.87162698e-16	2.87162698e-17
4.00183875e+03	3.04069396e-16	3.04069396e-17
4.00357516e+03	3.27969675e-16	3.27969675e-17
4.00531157e+03	3.70094873e-16	3.70094873e-17
4.00704799e+03	5.00600972e-16	5.00600972e-17
4.00878440e+03	4.33020977e-16	4.33020977e-17
4.01052081e+03	4.10180496e-16	4.10180496e-17
4.01225723e+03	4.32695267e-16	4.32695267e-17
4.01399364e+03	3.75002450e-16	3.75002450e-17
4.01573005e+03	4.06739239e-16	4.06739239e-17
4.01746646e+03	3.71350150e-16	3.71350150e-17
4.01920288e+03	5.03267961e-16	5.03267961e-17
4.02093929e+03	4.60693861e-16	4.60693861e-17
4.02267570e+03	3.66407554e-16	3.66407554e-17
4.02441212e+03	2.90014631e-16	2.90014631e-17
4.02614853e+03	2.62383808e-16	2.62383808e-17
4.02788494e+03	3.07606526e-16	3.07606526e-17
4.02962136e+03	1.71978142e-16	1.71978142e-17
4.03135777e+03	1.50641819e-16	1.50641819e-17
4.03309418e+03	2.79878982e-16	2.79878982e-17
4.03483060e+03	3.61906976e-16	3.61906976e-17
4.03656701e+03	3.50158762e-16	3.50158762e-17
4.03830342e+03	3.06538735e-16	3.06538735e-17
4.04003983e+03	3.93025670e-16	3.93025670e-17
4.04177625e+03	3.82166522e-16	3.82166522e-17
4.04351266e+03	2.97166448e-16	2.97166448e-17
4.04524907e+03	3.89834526e-16	3.89834526e-17
4.04698549e+03	4.17985798e-16	4.17985798e-17
4.04872190e+03	3.46365192e-16	3.46365192e-17
4.05045831e+03	3.30636399e-16	3.30636399e-17
4.05219473e+03	3.88499708e-16	3.88499708e-17
4.05393114e+03	3.79831332e-16	3.79831332e-17
4.05566755e+03	3.62934083e-16	3.62934083e-17
4.05740396e+03	3.79688951e-16	3.79688951e-17
4.05914038e+03	3.70475059e-16	3.70475059e-17
4.06087679e+03	1.70609204e-16	1.70609204e-17
4.06261320e+03	1.77335956e-16	1.77335956e-17
4.06434962e+03	2.78069349e-16	2.78069349e-17
4.06608603e+03	4.34885826e-16	4.34885826e-17
4.06782244e+03	6.68133871e-16	6.68133871e-17
4.06955886e+03	4.05679813e-16	4.05679813e-17
4.07129527e+03	2.90776908e-16	2.90776908e-17
4.07650451e+03	2.00830109e-16	2.00830109e-17
4.07824092e+03	2.44075005e-16	2.44075005e-17
4.07997733e+03	3.16973599e-16	3.16973599e-17
4.08171375e+03	2.97943627e-16	2.97943627e-17
4.08345016e+03	2.70484275e-16	2.70484275e-17
4.08518657e+03	2.11166412e-16	2.11166412e-17
4.08692299e+03	1.90213120e-16	1.90213120e-17
4.08865940e+03	4.07830853e-16	4.07830853e-17
4.09039581e+03	6.36699314e-16	6.36699314e-17
4.09213222e+03	4.50092609e-16	4.50092609e-17
4.09386864e+03	2.57769543e-16	2.57769543e-17
4.09560505e+03	3.47845250e-16	3.47845250e-17
4.09734146e+03	3.00417043e-16	3.00417043e-17
4.09907788e+03	2.95930362e-16	2.95930362e-17
4.10081429e+03	4.60669615e-16	4.60669615e-17
4.10255070e+03	3.61232315e-16	3.61232315e-17
4.10428712e+03	3.34393917e-16	3.34393917e-17
4.10602353e+03	3.39039707e-16	3.39039707e-17
4.10775994e+03	2.64462586e-16	2.64462586e-17
4.10949635e+03	3.19166409e-16	3.19166409e-17
4.11123277e+03	3.96612854e-16	3.96612854e-17
4.11296918e+03	3.37975410e-16	3.37975410e-17
4.11470559e+03	3.10126132e-16	3.10126132e-17
4.11644201e+03	3.36837527e-16	3.36837527e-17
4.11817842e+03	3.33718911e-16	3.33718911e-17
4.11991483e+03	3.74688862e-16	3.74688862e-17
4.12165125e+03	2.96047888e-16	2.96047888e-17
