wave	flux	eflux
1.50153690e+04	1.38895350e-16	1.85478480e-18
1.50255410e+04	1.30172950e-16	1.82122940e-18
1.50357130e+04	1.35095680e-16	1.80704260e-18
1.50458840e+04	1.40325210e-16	1.86868640e-18
1.50560560e+04	1.31092850e-16	1.76396430e-18
1.50662280e+04	1.28838730e-16	1.82999200e-18
1.50763980e+04	1.26228520e-16	1.69983540e-18
1.50865700e+04	1.23522310e-16	1.67770250e-18
1.50967410e+04	1.33845350e-16	1.71593090e-18
1.51069130e+04	1.28733110e-16	1.68729430e-18
1.51170850e+04	1.22879250e-16	1.64262450e-18
1.51272560e+04	1.21179870e-16	1.61955120e-18
1.51374280e+04	1.21681630e-16	1.63072460e-18
1.51476000e+04	1.20718980e-16	1.62184690e-18
1.51577705e+04	1.20139500e-16	1.68810190e-18
1.51679420e+04	1.19922770e-16	1.61071350e-18
1.51781140e+04	1.17556670e-16	1.59890460e-18
1.51882850e+04	1.17785680e-16	1.59604500e-18
1.51984570e+04	1.20748370e-16	1.60583550e-18
1.52086290e+04	1.18234270e-16	1.61644800e-18
1.52188000e+04	1.16805800e-16	1.55606770e-18
1.52289720e+04	1.11785200e-16	1.51988990e-18
1.52391440e+04	1.16091240e-16	1.54546940e-18
1.52493140e+04	1.16226290e-16	1.55346330e-18
1.52594860e+04	1.19211880e-16	1.57212580e-18
1.52696580e+04	1.20519160e-16	1.56773500e-18
1.52798290e+04	1.11791380e-16	1.52398460e-18
1.52900010e+04	1.09462035e-16	1.49525290e-18
1.53001730e+04	1.10137590e-16	1.55938510e-18
1.53103440e+04	1.12747470e-16	1.49152540e-18
1.53205160e+04	1.03542480e-16	1.54860110e-18
1.53306870e+04	1.08612230e-16	1.49670360e-18
1.53408580e+04	1.14900790e-16	1.56582300e-18
1.53510300e+04	1.13647260e-16	1.51996950e-18
1.53612010e+04	1.09727190e-16	1.53262350e-18
1.53713730e+04	1.10949010e-16	1.49530050e-18
1.53815450e+04	1.14021330e-16	1.50267140e-18
1.53917160e+04	1.09213060e-16	1.47564790e-18
1.54018880e+04	1.11555190e-16	1.47998730e-18
1.54120600e+04	1.11892310e-16	1.48168560e-18
1.54222300e+04	1.00474330e-16	1.53324420e-18
1.54324020e+04	1.05390920e-16	1.44548060e-18
1.54425740e+04	1.00626830e-16	1.47690620e-18
1.54527450e+04	1.02440260e-16	1.41863210e-18
1.54629170e+04	1.06418467e-16	1.43168140e-18
1.54730890e+04	1.03124786e-16	1.41246870e-18
1.54832600e+04	9.84723500e-17	1.42568820e-18
1.54934320e+04	9.87358700e-17	1.36615270e-18
1.55036040e+04	9.63371300e-17	1.35268910e-18
1.55137740e+04	1.00137820e-16	1.40992520e-18
1.55239460e+04	9.91531600e-17	1.35692390e-18
1.55341180e+04	9.74600000e-17	1.35627310e-18
1.55442890e+04	9.97584700e-17	1.34563690e-18
1.55544610e+04	9.67635900e-17	1.32391750e-18
1.55646320e+04	9.38908300e-17	1.29698950e-18
1.55748040e+04	9.74851100e-17	1.33289980e-18
1.55849760e+04	9.47560200e-17	1.32923160e-18
1.55951460e+04	1.01768930e-16	1.35337660e-18
1.56053180e+04	9.52463140e-17	1.35181520e-18
1.56154900e+04	1.01784880e-16	1.49520700e-18
1.56256610e+04	9.92466600e-17	1.52196460e-18
1.56358330e+04	9.97570600e-17	1.36549100e-18
1.56460050e+04	9.46023500e-17	1.42763730e-18
1.56561760e+04	9.46543600e-17	1.29279250e-18
1.56663480e+04	9.94518260e-17	1.34704130e-18
1.56765200e+04	1.00199620e-16	1.34265910e-18
1.56866900e+04	1.03669964e-16	1.38174570e-18
1.56968620e+04	1.04893410e-16	1.51720150e-18
1.57070340e+04	1.02769674e-16	1.51499140e-18
1.57172050e+04	9.73263600e-17	1.39104290e-18
1.57273770e+04	1.03578980e-16	1.43236850e-18
1.57375490e+04	1.01745860e-16	1.41893980e-18
1.57477200e+04	1.00583280e-16	1.41162920e-18
1.57578920e+04	1.05249710e-16	1.42916680e-18
1.57680630e+04	9.79986300e-17	1.47901920e-18
1.57782340e+04	9.35358570e-17	1.32890600e-18
1.57884060e+04	1.00368440e-16	1.42277360e-18
1.57985770e+04	9.75862200e-17	1.51727350e-18
1.58087490e+04	9.70261600e-17	1.50659870e-18
1.58189210e+04	1.02939014e-16	1.44877530e-18
1.58290920e+04	1.05392190e-16	1.38795030e-18
1.58392640e+04	1.03548920e-16	1.38349460e-18
1.58494360e+04	1.02946915e-16	1.49600170e-18
1.58596060e+04	9.75877000e-17	1.33354160e-18
1.58697780e+04	1.05860656e-16	1.37098380e-18
1.58799500e+04	1.05353230e-16	1.37413550e-18
1.58901210e+04	9.80471200e-17	1.30698220e-18
1.59002930e+04	9.87919940e-17	1.30073730e-18
1.59104650e+04	9.85922460e-17	1.30291180e-18
1.59206360e+04	1.01265120e-16	1.33034400e-18
1.59308080e+04	1.03011336e-16	1.34600710e-18
1.59409795e+04	1.02982300e-16	1.35295640e-18
1.59511500e+04	1.03598436e-16	1.36056240e-18
1.59613220e+04	1.02509690e-16	1.34931750e-18
1.59714940e+04	1.06439300e-16	1.37499070e-18
1.59816650e+04	1.10501443e-16	1.39794830e-18
1.59918370e+04	1.04629864e-16	1.37710220e-18
1.60020090e+04	1.05080070e-16	1.38976870e-18
1.60121800e+04	1.06098136e-16	1.40301530e-18
1.60223520e+04	1.03700890e-16	1.38327820e-18
1.60325220e+04	1.11042180e-16	1.46971870e-18
1.60426940e+04	1.11437560e-16	1.40193990e-18
1.60528660e+04	1.05984340e-16	1.37781850e-18
1.60630370e+04	1.07895220e-16	1.39858170e-18
1.60732090e+04	1.05937696e-16	1.38942240e-18
1.60833810e+04	1.01981556e-16	1.35943050e-18
1.60935520e+04	9.82148470e-17	1.31774620e-18
1.61037240e+04	9.54985500e-17	1.29756650e-18
1.61138955e+04	9.79965000e-17	1.30053680e-18
1.61240660e+04	9.90946960e-17	1.49517960e-18
1.61342380e+04	9.84185100e-17	1.30553190e-18
1.61444100e+04	9.42333900e-17	1.27059440e-18
1.61545810e+04	9.67675400e-17	1.27372260e-18
1.61647530e+04	9.78714400e-17	1.28340280e-18
1.61749250e+04	1.02448870e-16	1.32312540e-18
