wave	flux	eflux
3.44000000e+03	3.80096610e-15	4.45831700e-16
3.44200000e+03	4.28189780e-15	4.40554600e-16
3.44400000e+03	4.22010540e-15	4.45965300e-16
3.44600000e+03	4.63356940e-15	4.47924400e-16
3.44800000e+03	4.93231680e-15	4.66330000e-16
3.45000000e+03	4.50947260e-15	4.78544300e-16
3.45200000e+03	3.48770300e-15	4.83194500e-16
3.45400000e+03	3.77862310e-15	4.82056000e-16
3.45600000e+03	4.90642020e-15	4.80380500e-16
3.45800000e+03	4.00176430e-15	4.74494600e-16
3.46000000e+03	4.12203700e-15	4.72485000e-16
3.46200000e+03	3.68166870e-15	4.67663700e-16
3.46400000e+03	3.42643030e-15	4.59873400e-16
3.46600000e+03	3.12212850e-15	4.63799400e-16
3.46800000e+03	4.12835330e-15	4.67940100e-16
3.47000000e+03	4.54897970e-15	4.74311800e-16
3.47200000e+03	4.10808130e-15	4.67905400e-16
3.47400000e+03	4.45460220e-15	4.63052600e-16
3.47600000e+03	4.68119950e-15	4.75377100e-16
3.47800000e+03	4.00332110e-15	5.00257000e-16
3.48000000e+03	3.84710640e-15	5.16883000e-16
3.48200000e+03	4.57756120e-15	5.07361700e-16
3.48400000e+03	4.87382110e-15	5.09787100e-16
3.48600000e+03	4.58607270e-15	5.02839300e-16
3.48800000e+03	3.52690210e-15	4.91329200e-16
3.49000000e+03	4.44578070e-15	4.92297700e-16
3.49200000e+03	3.86104570e-15	4.76964800e-16
3.49400000e+03	4.13953450e-15	4.76772400e-16
3.49600000e+03	3.50055400e-15	4.70410700e-16
3.49800000e+03	2.74769430e-15	4.64115000e-16
3.50000000e+03	4.21341110e-15	4.73640800e-16
3.50200000e+03	2.80019720e-15	4.63507700e-16
3.50400000e+03	4.27866950e-15	4.66740300e-16
3.50600000e+03	4.67650680e-15	4.67873200e-16
3.50800000e+03	4.88062760e-15	4.72997100e-16
3.51000000e+03	4.33565240e-15	4.75077200e-16
3.51200000e+03	5.22604070e-15	4.71514600e-16
3.51400000e+03	4.24179430e-15	4.63358900e-16
3.51600000e+03	4.57727500e-15	4.67272300e-16
3.51800000e+03	3.70883100e-15	4.56139200e-16
3.52000000e+03	4.17246910e-15	4.56179700e-16
3.52200000e+03	3.88784330e-15	4.51253300e-16
3.52400000e+03	4.15836200e-15	4.51267600e-16
3.52600000e+03	4.29412290e-15	4.48393200e-16
3.52800000e+03	4.24232120e-15	4.48824500e-16
3.53000000e+03	3.67906180e-15	4.41687800e-16
3.53200000e+03	3.29449510e-15	4.42021800e-16
3.53400000e+03	4.05528750e-15	4.46008500e-16
3.53600000e+03	3.78643020e-15	4.45689000e-16
3.53800000e+03	4.47580820e-15	4.53268200e-16
3.54000000e+03	4.16935390e-15	4.66608900e-16
3.54200000e+03	4.34600570e-15	4.84625200e-16
