wave	flux	eflux
3.44000000e+03	3.23505759e-14	9.90452400e-16
3.44200000e+03	3.37404776e-14	1.00804680e-15
3.44400000e+03	3.36219478e-14	1.00993070e-15
3.44600000e+03	3.40413213e-14	1.02206540e-15
3.44800000e+03	3.35044670e-14	1.02358470e-15
3.45000000e+03	3.45419168e-14	1.04554710e-15
3.45200000e+03	3.45296717e-14	1.05204900e-15
3.45400000e+03	3.43677211e-14	1.05185200e-15
3.45600000e+03	3.34506345e-14	1.04124990e-15
3.45800000e+03	3.50528955e-14	1.06693780e-15
3.46000000e+03	3.32557893e-14	1.03861450e-15
3.46200000e+03	3.18041468e-14	1.02260370e-15
3.46400000e+03	3.45374298e-14	1.05663320e-15
3.46600000e+03	3.69454694e-14	1.09902020e-15
3.46800000e+03	3.32287192e-14	1.05339150e-15
3.47000000e+03	3.37210441e-14	1.05831940e-15
3.47200000e+03	3.49055696e-14	1.07587820e-15
3.47400000e+03	3.46779013e-14	1.06982220e-15
3.47600000e+03	3.52202725e-14	1.08199490e-15
3.47800000e+03	3.28848910e-14	1.06616270e-15
3.48000000e+03	3.24992156e-14	1.06891590e-15
3.48200000e+03	3.65726423e-14	1.12105490e-15
3.48400000e+03	3.50298357e-14	1.09724450e-15
3.48600000e+03	3.51650476e-14	1.09979070e-15
3.48800000e+03	3.63552165e-14	1.11081960e-15
3.49000000e+03	3.54772854e-14	1.09814150e-15
3.49200000e+03	3.43169117e-14	1.07932200e-15
3.49400000e+03	3.41390944e-14	1.06985750e-15
3.49600000e+03	3.69568563e-14	1.10876830e-15
3.49800000e+03	3.40958023e-14	1.07239700e-15
3.50000000e+03	3.52780437e-14	1.08467390e-15
3.50200000e+03	3.65283728e-14	1.09688090e-15
3.50400000e+03	3.55749607e-14	1.08807050e-15
3.50600000e+03	3.44581890e-14	1.07424580e-15
3.50800000e+03	3.47526336e-14	1.07510890e-15
3.51000000e+03	3.48166943e-14	1.07980420e-15
3.51200000e+03	3.68437648e-14	1.10191200e-15
3.51400000e+03	3.46966219e-14	1.07724040e-15
3.51600000e+03	3.51726198e-14	1.07794610e-15
3.51800000e+03	3.49763608e-14	1.07193200e-15
3.52000000e+03	3.66248870e-14	1.08929350e-15
3.52200000e+03	3.58186769e-14	1.07746360e-15
3.52400000e+03	3.64353323e-14	1.07686680e-15
3.52600000e+03	3.52556372e-14	1.06162380e-15
3.52800000e+03	3.61905289e-14	1.07047150e-15
3.53000000e+03	3.64310312e-14	1.07428290e-15
3.53200000e+03	3.46599507e-14	1.04859550e-15
3.53400000e+03	3.37342548e-14	1.03416230e-15
3.53600000e+03	3.49005342e-14	1.04162530e-15
3.53800000e+03	3.49378753e-14	1.04664140e-15
3.54000000e+03	3.61221576e-14	1.05847620e-15
3.54200000e+03	3.61642337e-14	1.06957670e-15
3.54400000e+03	3.51484752e-14	1.05764020e-15
3.54600000e+03	3.49128890e-14	1.05018330e-15
3.54800000e+03	3.55662608e-14	1.05073950e-15
3.55000000e+03	3.41370511e-14	1.02763220e-15
3.55200000e+03	3.56446075e-14	1.03960720e-15
3.55400000e+03	3.70093513e-14	1.05882030e-15
3.55600000e+03	3.67812800e-14	1.04831620e-15
3.55800000e+03	3.74006963e-14	1.04895450e-15
3.56000000e+03	3.49285436e-14	1.02363090e-15
3.56200000e+03	3.66438127e-14	1.02076080e-15
3.56400000e+03	3.82567668e-14	1.03075140e-15
3.56600000e+03	3.68054128e-14	1.01795020e-15
3.56800000e+03	3.84262204e-14	1.02666740e-15
3.57000000e+03	3.75315404e-14	1.00896280e-15
3.57200000e+03	3.69954157e-14	1.00412090e-15
3.57400000e+03	3.85081577e-14	1.01481270e-15
3.57600000e+03	3.68934131e-14	9.90720500e-16
3.57800000e+03	3.69126654e-14	9.82285700e-16
3.58000000e+03	3.68041325e-14	9.76346100e-16
3.58200000e+03	3.80393481e-14	9.86105800e-16
3.58400000e+03	3.86362076e-14	9.86943900e-16
3.58600000e+03	3.65264201e-14	9.55126900e-16
3.58800000e+03	3.77644825e-14	9.70561700e-16
3.59000000e+03	3.80677485e-14	9.67559700e-16
3.59200000e+03	3.81429744e-14	9.63989000e-16
3.59400000e+03	3.76392841e-14	9.55588100e-16
3.59600000e+03	3.90716982e-14	9.62506400e-16
