57652.1211      15.37      0.35      B
57652.66      15.183      0.039      B
57652.7268      15.306      0.049      B
57652.727      15.257      0.039      B
57652.793      15.315      0.04      B
57653.128      15.7      0.04      B
57653.3164      15.73      0.14      B
57653.395      16.01      0.08      B
57653.73      16.33      0.06      B
57653.7302      16.398      0.071      B
57653.816      16.404      0.046      B
57653.817      16.443      0.045      B
57654.069      16.629      0.024      B
57654.071      16.574      0.025      B
57654.164      16.735      0.024      B
57654.166      16.714      0.025      B
57654.185      16.702      0.021      B
57654.186      16.723      0.02      B
57654.195      16.733      0.019      B
57654.196      16.712      0.021      B
57654.3242      16.82      0.16      B
57654.371      16.836      0.017      B
57654.373      16.867      0.019      B
57654.384      16.876      0.013      B
57654.386      16.938      0.016      B
57654.818      17.003      0.036      B
57655.186      17.105      0.021      B
57655.187      17.123      0.02      B
57655.226      17.043      0.023      B
57655.227      17.097      0.021      B
57655.81      17.02      0.048      B
57655.812      16.858      0.04      B
57655.955      17.008      0.023      B
57655.957      17.039      0.028      B
57656.014      16.92      0.011      B
57656.016      16.944      0.012      B
57656.043      16.94      0.03      B
57656.044      17.02      0.034      B
57656.7309      17.018      0.109      B
57656.912      16.712      0.008      B
57656.914      16.739      0.011      B
57657.002      16.787      0.023      B
57657.003      16.64      0.02      B
57657.082      16.629      0.031      B
57657.845      16.688      0.085      B
57658.375      16.47      0.08      B
57658.782      16.407      0.073      B
57659.4453      16.34      0.08      B
57659.4826      16.308      0.063      B
57660.4453      16.21      0.08      B
57660.9447      16.106      0.062      B
57661.4023      15.86      0.04      B
57661.5653      15.995      0.061      B
57662.4062      15.92      0.12      B
57663.3273      15.782      0.063      B
57663.3359      15.84      0.1      B
57665.6582      15.55      0.054      B
57666.3672      15.63      0.08      B
57667.375      15.59      0.06      B
57667.6185      15.442      0.051      B
57668.3633      15.39      0.02      B
57668.375      15.53      0.16      B
57669.3711      15.46      0.1      B
57669.669      15.624      0.057      B
57671.209      15.451      0.052      B
57671.4219      15.52      0.1      B
57675.2333      15.735      0.058      B
57678.3916      16.176      0.064      B
57679.8837      16.4      0.063      B
57681.5761      16.704      0.074      B
57683.3086      16.72      0.02      B
57683.3666      16.897      0.074      B
57687.3008      17.1      0.04      B
57687.4877      17.38      0.087      B
57690.8025      17.537      0.087      B
57694.2812      17.46      0.16      B
57697.3008      17.44      0.04      B
57697.3516      17.58      0.18      B
57697.7458      17.638      0.095      B
57701.2578      17.69      0.18      B
57702.2539      17.51      0.06      B
57703.2891      17.55      0.36      B
57704.3569      17.855      0.095      B
57706.2617      17.83      0.46      B
57710.2617      17.8      0.2      B
57710.3125      17.57      0.12      B
57711.5301      18.149      0.2      B
57744.1523      18.0      0.04      B
57753.1367      18.09      0.04      B
57652.1329      14.93      0.06      I
57653.3164      15.32      0.1      I
57654.3242      16.09      0.12      I
57658.375      15.7      0.06      I
57659.4453      15.56      0.06      I
57660.4453      15.42      0.04      I
57661.4023      15.26      0.04      I
57662.4062      15.19      0.06      I
57663.3359      15.02      0.06      I
