56344.34      14.812      0.015      B
56344.4666      14.905      0.05      B
56345.34      14.813      0.015      B
56345.9      14.804      0.025      B
56346.34      14.793      0.013      B
56347.34      14.793      0.014      B
56347.4712      14.921      0.048      B
56347.8      14.868      0.025      B
56348.34      14.838      0.015      B
56348.41      14.89      0.01      B
56349.34      14.871      0.011      B
56349.9      14.885      0.025      B
56350.34      14.88      0.014      B
56350.4733      14.978      0.049      B
56350.8      14.916      0.025      B
56351.34      14.86      0.015      B
56351.86      14.974      0.025      B
56352.44      15.018      0.005      B
56352.46      15.04      0.01      B
56353.44      14.95      0.006      B
56353.5897      15.116      0.051      B
56354.39      15.092      0.017      B
56355.44      15.046      0.005      B
56355.84      15.073      0.025      B
56356.32      15.102      0.023      B
56356.6265      15.166      0.051      B
56357.32      15.122      0.012      B
56357.85      15.124      0.025      B
56358.82      15.162      0.025      B
56359.31      15.198      0.017      B
56360.36      15.196      0.016      B
56361.35      15.254      0.016      B
56361.53      15.34      0.01      B
56362.33      15.236      0.01      B
56363.37      15.363      0.016      B
56363.8      15.354      0.025      B
56364.51      15.53      0.01      B
56364.6612      15.576      0.065      B
56365.44      15.422      0.012      B
56366.88      15.486      0.025      B
56368.7049      15.733      0.062      B
56369.5      15.72      0.01      B
56370.94      15.665      0.025      B
56371.44      15.695      0.007      B
56371.4711      15.906      0.062      B
56375.43      15.812      0.01      B
56375.9      15.848      0.027      B
56376.75      15.866      0.027      B
56377.38      15.911      0.012      B
56378.4613      16.15      0.067      B
56379.81      15.968      0.028      B
56380.78      15.982      0.029      B
56381.87      16.035      0.027      B
56382.8909      16.176      0.067      B
56383.38      16.068      0.013      B
56386.7005      16.352      0.068      B
56387.39      16.073      0.204      B
56387.83      16.074      0.026      B
56388.4      16.183      0.03      B
56388.85      16.087      0.018      B
56389.39      16.203      0.01      B
56392.3391      16.466      0.07      B
56392.47      16.42      0.01      B
56392.88      16.243      0.026      B
56393.85      16.243      0.026      B
56395.48      16.44      0.01      B
56396.36      16.362      0.011      B
56396.77      16.288      0.026      B
56401.32      16.402      0.014      B
56402.32      16.39      0.012      B
56402.37      16.59      0.02      B
56403.32      16.444      0.018      B
56404.77      16.415      0.022      B
56405.32      16.33      0.026      B
56406.2      16.6      0.02      B
56407.4717      16.607      0.096      B
56410.28      16.48      0.019      B
56410.44      16.68      0.01      B
56411.28      16.52      0.014      B
56412.28      16.557      0.013      B
56412.8183      16.692      0.074      B
56415.27      16.617      0.025      B
56417.44      16.7      0.03      B
56420.27      16.62      0.027      B
56421.38      16.86      0.01      B
56425.24      16.793      0.023      B
56425.44      16.89      0.01      B
56425.7697      16.765      0.09      B
56427.24      16.874      0.021      B
56428.26      16.827      0.021      B
56428.4972      16.894      0.081      B
56430.43      17.06      0.02      B
56432.26      17.002      0.021      B
56432.4454      17.195      0.091      B
56434.23      17.154      0.034      B
56434.72      17.002      0.03      B
56435.73      17.075      0.047      B
56436.74      17.191      0.062      B
56437.23      17.383      0.125      B
56437.4      17.6      0.07      B
56437.83      17.213      0.089      B
56438.72      17.417      0.04      B
56439.23      17.671      0.021      B
56439.7      17.505      0.037      B
56440.76      17.638      0.038      B
56441.23      17.841      0.024      B
56442.23      18.019      0.021      B
56442.4509      18.115      0.14      B
56442.8      17.844      0.038      B
56443.24      18.17      0.039      B
56443.36      18.38      0.04      B
56444.23      18.259      0.025      B
56445.23      18.485      0.051      B
56447.18      18.599      0.046      B
56450.18      18.7      0.047      B
56453.22      18.806      0.084      B
56457.4211      18.895      0.271      B
56459.13      18.911      0.044      B
56460.2      18.885      0.038      B
56465.05      18.79      0.065      B
56467.05      19.004      0.086      B
56469.05      18.95      0.048      B
56475.06      18.963      0.029      B
56476.06      18.936      0.032      B
56477.21      18.933      0.021      B
56478.21      19.027      0.052      B
56478.28      19.44      0.07      B
56479.21      18.875      0.052      B
56480.19      18.936      0.068      B
56484.15      18.865      0.05      B
56485.29      19.47      0.06      B
56486.15      18.91      0.05      B
56492.3      19.42      0.12      B
56494.18      19.072      0.111      B
56498.29      19.5      0.1      B
56499.18      19.058      0.053      B
56503.72      19.044      0.038      B
56504.43      19.09      0.111      B
56505.17      19.07      0.15      B
56505.27      19.7      0.13      B
56507.22      19.74      0.06      B
56508.12      19.039      0.113      B
56510.18      19.047      0.068      B
56515.97      19.073      0.125      B
56518.01      19.074      0.08      B
56523.19      19.82      0.13      B
56524.42      19.089      0.122      B
56527.17      19.39      0.14      B
56531.17      19.99      0.09      B
56535.16      20.01      0.19      B
56539.16      19.83      0.16      B
56541.16      19.79      0.09      B
56548.14      19.99      0.25      B
56670.59      21.32      0.64      B
56675.51      21.38      0.45      B
56343.93      14.767      0.03      I
56345.9      14.586      0.029      I
56347.8      14.517      0.03      I
56348.41      14.46      0.01      I
56349.9      14.552      0.03      I
56350.8      14.58      0.029      I
56351.86      14.612      0.029      I
56352.46      14.59      0.01      I
56355.84      14.668      0.029      I
56357.85      14.652      0.029      I
56358.82      14.642      0.029      I
56361.53      14.6      0.01      I
56363.8      14.605      0.029      I
56364.51      14.64      0.01      I
56366.88      14.636      0.029      I
56367.47      14.42      0.01      I
56369.5      14.66      0.01      I
56370.94      14.693      0.029      I
56372.71      14.692      0.031      I
56376.75      14.718      0.03      I
56379.81      14.729      0.03      I
56380.78      14.722      0.03      I
56381.87      14.763      0.029      I
56387.83      14.736      0.029      I
56388.85      14.731      0.021      I
56392.47      14.73      0.01      I
56392.88      14.751      0.029      I
56393.85      14.748      0.029      I
56395.48      14.74      0.01      I
56396.77      14.761      0.029      I
56402.37      14.76      0.01      I
56404.77      14.787      0.03      I
56405.8      14.781      0.03      I
56406.2      14.98      0.03      I
56410.44      14.78      0.01      I
56413.4      14.79      0.01      I
56413.77      14.792      0.03      I
56417.44      14.79      0.01      I
56417.75      14.82      0.021      I
56418.76      14.802      0.029      I
56420.79      14.815      0.03      I
56421.38      14.85      0.01      I
56421.72      14.823      0.03      I
56424.74      14.815      0.032      I
56425.44      14.88      0.02      I
56429.74      14.926      0.03      I
56430.43      14.95      0.02      I
56430.71      14.969      0.031      I
56431.69      14.978      0.031      I
56433.72      15.025      0.034      I
56434.72      15.048      0.023      I
56435.73      15.129      0.034      I
56436.74      15.204      0.037      I
56437.4      15.21      0.01      I
56437.83      15.27      0.036      I
56438.72      15.293      0.033      I
56439.7      15.335      0.032      I
56440.76      15.417      0.033      I
56443.36      15.65      0.01      I
56447.34      15.99      0.01      I
56449.32      16.05      0.01      I
56454.34      16.2      0.02      I
56455.68      16.146      0.037      I
56456.72      16.161      0.036      I
56462.72      16.292      0.038      I
56464.73      16.245      0.045      I
56478.28      16.49      0.01      I
56492.3      16.6      0.01      I
56498.29      16.61      0.02      I
56505.27      16.49      0.03      I
56507.22      16.76      0.02      I
56523.19      16.88      0.02      I
56527.17      16.9      0.02      I
56531.17      16.86      0.04      I
56535.16      16.87      0.05      I
56539.16      17.0      0.02      I
56541.16      17.08      0.02      I
56548.14      17.14      0.02      I
56559.12      17.21      0.11      I
56675.51      18.76      0.05      I
56705.56      19.32      0.08      I
56709.46      19.55      0.12      I
56724.48      19.53      0.12      I
56728.39      19.6      0.36      I
56732.47      19.79      0.13      I
56738.53      19.61      0.08      I
56741.51      19.46      0.11      I
56793.41      20.75      0.49      I
56800.39      20.09      0.16      I
56343.93      14.873      0.015      R
56345.9      14.73      0.014      R
56347.8      14.677      0.014      R
56348.41      14.62      0.01      R
56349.9      14.698      0.014      R
56350.8      14.712      0.014      R
56351.86      14.733      0.014      R
56352.46      14.72      0.01      R
56355.84      14.77      0.014      R
56357.85      14.768      0.014      R
56358.82      14.762      0.014      R
56361.53      14.77      0.01      R
56363.8      14.756      0.014      R
56364.51      14.81      0.01      R
56366.88      14.793      0.014      R
56367.47      14.65      0.01      R
56369.5      14.87      0.01      R
56370.94      14.867      0.014      R
56372.71      14.9      0.015      R
56375.9      14.927      0.014      R
56376.75      14.936      0.015      R
56379.81      14.966      0.015      R
56380.78      14.971      0.014      R
56381.87      14.997      0.015      R
56387.83      14.986      0.014      R
56388.85      15.117      0.01      R
56392.47      15.02      0.01      R
56392.88      15.032      0.014      R
56393.85      15.03      0.014      R
56395.48      14.97      0.01      R
56396.77      15.042      0.014      R
56402.37      15.08      0.01      R
56404.77      15.061      0.016      R
56405.8      15.084      0.015      R
56406.2      15.09      0.01      R
56410.44      15.1      0.01      R
56413.4      15.11      0.01      R
56413.77      15.086      0.014      R
56417.44      15.13      0.01      R
56417.75      15.107      0.014      R
56418.76      15.094      0.014      R
56420.79      15.123      0.015      R
56421.38      15.19      0.01      R
56421.72      15.119      0.015      R
56424.74      15.174      0.015      R
56425.44      15.21      0.02      R
56429.74      15.223      0.014      R
56430.43      15.32      0.02      R
56430.71      15.279      0.015      R
56431.69      15.298      0.016      R
56433.72      15.35      0.012      R
56434.72      15.39      0.012      R
56435.73      15.456      0.019      R
56436.74      15.543      0.02      R
56437.4      15.62      0.01      R
56437.83      15.613      0.021      R
56438.72      15.677      0.017      R
56439.7      15.729      0.017      R
56440.76      15.829      0.019      R
56442.8      16.004      0.017      R
56443.36      16.12      0.01      R
56447.78      16.399      0.022      R
56454.34      16.73      0.01      R
56455.68      16.632      0.025      R
56456.72      16.627      0.024      R
56462.72      16.749      0.026      R
56464.73      16.7      0.034      R
56478.28      16.92      0.01      R
56485.29      16.96      0.01      R
56492.3      17.05      0.02      R
56498.29      17.04      0.03      R
56505.27      17.18      0.04      R
56507.22      17.18      0.02      R
56523.19      17.23      0.02      R
56527.17      17.26      0.03      R
56531.17      17.32      0.02      R
56535.16      17.37      0.01      R
56539.16      17.31      0.02      R
56541.16      17.4      0.02      R
56548.14      17.41      0.03      R
56562.12      17.55      0.05      R
56639.59      18.62      0.1      R
56675.51      18.96      0.04      R
56705.56      19.29      0.09      R
56709.46      19.37      0.07      R
56724.48      19.45      0.12      R
56728.39      19.45      0.27      R
56732.47      19.6      0.09      R
56735.43      19.47      0.12      R
56738.53      19.8      0.05      R
56741.51      19.9      0.09      R
56789.43      20.5      0.57      R
56793.41      20.07      0.32      R
56800.39      20.67      0.16      R
56343.93      14.231      0.04      U
56344.4662      13.611      0.043      U
56345.9      14.173      0.04      U
56347.4704      13.732      0.043      U
56347.8      14.231      0.041      U
56349.9      14.342      0.041      U
56350.4725      13.928      0.045      U
56350.8      14.402      0.041      U
56351.86      14.497      0.04      U
56353.589      14.256      0.047      U
56355.84      14.715      0.04      U
56356.6258      14.5      0.049      U
56357.85      14.879      0.04      U
56358.82      14.951      0.04      U
56363.8      15.503      0.041      U
56364.6602      15.69      0.078      U
56366.88      15.819      0.042      U
56368.7039      16.199      0.08      U
56370.94      16.145      0.044      U
56371.4706      16.469      0.084      U
56372.71      16.243      0.053      U
56376.75      16.633      0.059      U
56378.4604      17.056      0.111      U
56379.81      16.681      0.062      U
56380.78      16.814      0.104      U
56381.87      16.91      0.066      U
56382.8899      17.259      0.121      U
56386.6995      17.409      0.126      U
56387.83      17.143      0.055      U
56388.85      17.2      0.042      U
56392.3385      17.688      0.15      U
56392.88      17.429      0.047      U
56393.85      17.487      0.073      U
56396.77      17.522      0.052      U
56404.77      17.637      0.098      U
56407.5736      17.965      0.201      U
56412.8176      18.105      0.193      U
56413.77      17.74      0.053      U
56417.75      17.841      0.094      U
56418.76      17.92      0.086      U
56420.79      18.113      0.061      U
56421.72      18.07      0.057      U
56424.74      18.069      0.078      U
56425.7689      18.643      0.021      U
56428.4967      18.493      0.27      U
56429.74      18.634      0.147      U
56432.4447      18.674      0.312      U
56439.7      18.856      0.355      U
56440.76      18.513      0.293      U
56442.4502      19.045      0.021      U
56455.68      19.743      0.527      U
56456.72      19.625      0.411      U
56457.4207      18.864      0.021      U
56344.4706      13.331      0.044      UVM2
56347.4776      13.956      0.048      UVM2
56350.4817      14.752      0.064      UVM2
56353.5967      15.66      0.07      UVM2
56356.634      16.553      0.083      UVM2
56364.67      18.746      0.327      UVM2
56368.7151      19.247      0.021      UVM2
56371.4764      19.282      0.021      UVM2
56382.9014      19.25      0.021      UVM2
56386.7098      19.281      0.021      UVM2
56392.3457      19.259      0.021      UVM2
56407.4771      18.874      0.021      UVM2
56412.825      19.276      0.021      UVM2
56425.7781      19.027      0.021      UVM2
56428.5018      19.228      0.021      UVM2
56432.452      19.228      0.021      UVM2
56442.4567      19.275      0.021      UVM2
56457.4244      19.183      0.021      UVM2
56344.4654      13.406      0.044      UVW1
56344.997      13.471      0.043      UVW1
56347.4688      13.779      0.045      UVW1
56350.4706      14.283      0.051      UVW1
56353.5877      15.054      0.065      UVW1
56356.6246      15.609      0.069      UVW1
56364.7238      17.304      0.123      UVW1
56368.7019      17.653      0.141      UVW1
56371.4696      17.925      0.16      UVW1
56378.491      18.635      0.27      UVW1
56382.888      18.528      0.251      UVW1
56386.6975      18.648      0.267      UVW1
56392.3376      18.765      0.294      UVW1
56403.4208      18.804      0.021      UVW1
56407.5727      19.013      0.36      UVW1
56412.8159      19.171      0.021      UVW1
56425.7019      19.007      0.021      UVW1
56428.4958      19.101      0.021      UVW1
56432.4761      19.128      0.021      UVW1
56442.4484      19.17      0.021      UVW1
56457.4201      19.023      0.021      UVW1
56344.4677      13.475      0.044      UVW2
56345.0177      13.64      0.046      UVW2
56347.4729      14.286      0.049      UVW2
56349.7928      14.757      0.059      UVW2
56349.8072      14.753      0.057      UVW2
56350.4756      14.883      0.06      UVW2
56353.5918      15.807      0.082      UVW2
56356.6288      16.55      0.094      UVW2
56364.664      18.661      0.291      UVW2
56368.7078      19.381      0.445      UVW2
56371.4726      18.97      0.315      UVW2
56378.4628      18.982      0.021      UVW2
56382.894      19.322      0.425      UVW2
56386.703      19.455      0.021      UVW2
56392.3412      19.442      0.021      UVW2
56407.4732      18.929      0.021      UVW2
