wave	flux	eflux
3.44200000e+03	3.29895470e-15	5.54929500e-16
3.44400000e+03	1.90024200e-15	5.33100100e-16
3.44600000e+03	1.75431000e-15	5.39524000e-16
3.44800000e+03	3.05538270e-15	5.80843600e-16
3.45000000e+03	3.08052270e-15	6.14856000e-16
3.45200000e+03	3.27188040e-15	6.35828300e-16
3.45400000e+03	3.39826380e-15	6.20431000e-16
3.45600000e+03	2.43605640e-15	6.19697500e-16
3.45800000e+03	1.90935510e-15	6.11142200e-16
3.46000000e+03	1.30592500e-15	6.12962100e-16
3.46200000e+03	1.90732150e-15	6.09339100e-16
3.46400000e+03	2.78474180e-15	6.14109500e-16
3.46600000e+03	2.67757680e-15	6.15175800e-16
3.46800000e+03	1.64435450e-15	6.25660500e-16
3.47000000e+03	2.56889280e-15	6.10080800e-16
3.47200000e+03	2.77828900e-15	6.20600500e-16
3.47400000e+03	2.95521260e-15	6.18903500e-16
3.47600000e+03	2.21388150e-15	6.11852800e-16
3.47800000e+03	2.71816430e-15	6.75804500e-16
3.48000000e+03	3.01568390e-15	7.00138700e-16
3.48200000e+03	1.67767000e-15	6.86098400e-16
3.48400000e+03	2.12690900e-15	6.71976600e-16
3.48600000e+03	2.66615360e-15	6.82547800e-16
3.48800000e+03	2.63362080e-15	6.70236300e-16
3.49000000e+03	2.94788330e-15	6.72817300e-16
3.49200000e+03	2.89141210e-15	6.66893300e-16
3.49400000e+03	2.64779240e-15	6.52485700e-16
3.49600000e+03	1.52965500e-15	6.36013400e-16
3.49800000e+03	1.88700380e-15	6.42031000e-16
3.50000000e+03	2.40954310e-15	6.40135400e-16
3.50200000e+03	2.59127140e-15	6.38612900e-16
3.50400000e+03	2.24020060e-15	6.40567500e-16
3.50600000e+03	2.28165640e-15	6.39830900e-16
3.50800000e+03	2.91539790e-15	6.51340200e-16
3.51000000e+03	1.83830160e-15	6.35879600e-16
3.51200000e+03	3.20156720e-15	6.49179800e-16
3.51400000e+03	2.38572970e-15	6.33272600e-16
3.51600000e+03	1.47033050e-15	6.20110400e-16
3.51800000e+03	2.72668750e-15	6.40992000e-16
