wave	flux	eflux
3.43800000e+03	3.19170499e-14	4.90050700e-15
3.44000000e+03	3.00379395e-14	4.95470730e-15
3.44200000e+03	3.53028965e-14	4.92217840e-15
3.44400000e+03	3.46205664e-14	4.84959900e-15
3.44600000e+03	3.11361194e-14	4.87479300e-15
3.44800000e+03	3.19986582e-14	5.04851580e-15
3.45000000e+03	3.56805754e-14	5.30903340e-15
3.45200000e+03	4.29785299e-14	5.66882430e-15
3.45400000e+03	3.78186727e-14	5.46627340e-15
3.45600000e+03	3.66687346e-14	5.46147530e-15
3.45800000e+03	4.32706547e-14	5.59621690e-15
3.46000000e+03	3.24387217e-14	5.39310810e-15
3.46200000e+03	2.21083498e-14	5.03789900e-15
3.46400000e+03	3.27793169e-14	5.22390430e-15
3.46600000e+03	3.07204199e-14	5.16534860e-15
3.46800000e+03	4.61567307e-14	5.54862080e-15
3.47000000e+03	4.13709021e-14	5.46377180e-15
3.47200000e+03	3.34753513e-14	5.23637240e-15
3.47400000e+03	4.03313112e-14	5.22066530e-15
3.47600000e+03	3.25525737e-14	5.26078820e-15
3.47800000e+03	4.40197229e-14	5.78523580e-15
3.48000000e+03	3.83640885e-14	5.93233230e-15
3.48200000e+03	3.54956937e-14	5.97935320e-15
3.48400000e+03	3.63593459e-14	5.79563500e-15
3.48600000e+03	2.54856682e-14	5.53882480e-15
3.48800000e+03	3.42451739e-14	5.56284550e-15
3.49000000e+03	3.07190156e-14	5.42545200e-15
3.49200000e+03	3.69282079e-14	5.43116030e-15
3.49400000e+03	3.40202856e-14	5.37221670e-15
3.49600000e+03	3.36468983e-14	5.34169260e-15
3.49800000e+03	3.60835409e-14	5.34880700e-15
3.50000000e+03	2.85763502e-14	5.07408920e-15
3.50200000e+03	3.08402491e-14	5.13325630e-15
3.50400000e+03	3.53361034e-14	5.18667520e-15
3.50600000e+03	3.22245240e-14	5.11121330e-15
3.50800000e+03	3.93001628e-14	5.29929100e-15
3.51000000e+03	3.26167464e-14	5.20316300e-15
3.51200000e+03	3.18127370e-14	5.17170850e-15
3.51400000e+03	2.87152267e-14	4.87847690e-15
3.51600000e+03	3.09108210e-14	5.04044890e-15
3.51800000e+03	2.61479497e-14	4.85018250e-15
3.52000000e+03	3.33914828e-14	4.85442190e-15
3.52200000e+03	2.87585902e-14	4.79929450e-15
3.52400000e+03	2.79495096e-14	4.75254270e-15
3.52600000e+03	2.38980126e-14	4.59906790e-15
3.52800000e+03	3.02217436e-14	4.76952110e-15
3.53000000e+03	2.60012388e-14	4.69158290e-15
3.53200000e+03	3.14242506e-14	4.67824190e-15
3.53400000e+03	2.53279495e-14	4.57328290e-15
3.53600000e+03	2.77372217e-14	4.65044020e-15
3.53800000e+03	3.37932849e-14	4.83042060e-15
3.54000000e+03	2.94600415e-14	4.95432700e-15
3.54200000e+03	4.11397505e-14	5.34845290e-15
3.54400000e+03	3.01339817e-14	5.32172080e-15
3.54600000e+03	3.71527648e-14	5.34357850e-15
3.54800000e+03	4.08192778e-14	5.25974510e-15
3.55000000e+03	2.75835156e-14	4.86769910e-15
3.55200000e+03	3.52834272e-14	5.11250020e-15
3.55400000e+03	3.29571676e-14	5.10787190e-15
3.55600000e+03	3.20358634e-14	5.02366420e-15
3.55800000e+03	2.80450892e-14	4.86348270e-15
3.56000000e+03	3.31565452e-14	4.84737280e-15
3.56200000e+03	2.86596465e-14	4.69494490e-15
3.56400000e+03	3.71570516e-14	4.72144840e-15
3.56600000e+03	3.33357978e-14	4.57210540e-15
3.56800000e+03	3.01606202e-14	4.49666560e-15
3.57000000e+03	2.09125733e-14	4.22300460e-15
3.57200000e+03	3.16599345e-14	4.39121310e-15
3.57400000e+03	3.51741028e-14	4.45317090e-15
3.57600000e+03	4.77780962e-14	4.67723790e-15
3.57800000e+03	3.76198649e-14	4.48271720e-15
3.58000000e+03	2.80104375e-14	4.16848420e-15
3.58200000e+03	3.65226316e-14	4.31931230e-15
3.58400000e+03	3.67845631e-14	4.14258900e-15
3.58600000e+03	3.31888962e-14	4.04909190e-15
3.58800000e+03	3.56020141e-14	4.17307020e-15
3.59000000e+03	3.04604220e-14	4.11218970e-15
3.59200000e+03	3.48960853e-14	4.11538450e-15
3.59400000e+03	3.48132467e-14	4.07206120e-15
3.59600000e+03	3.81674504e-14	4.10878540e-15
3.59800000e+03	3.98039770e-14	4.03452990e-15
3.60000000e+03	3.94317317e-14	4.06166730e-15
3.60200000e+03	3.89711761e-14	4.01653770e-15
3.60400000e+03	4.19030094e-14	4.04024870e-15
3.60600000e+03	3.93630099e-14	3.92793800e-15
3.60800000e+03	3.86710525e-14	3.88256610e-15
3.61000000e+03	3.40667725e-14	3.83108320e-15
3.61200000e+03	2.82138181e-14	3.79757610e-15
3.61400000e+03	4.03407955e-14	4.12633060e-15
3.61600000e+03	4.31312656e-14	4.19196460e-15
3.61800000e+03	3.31534100e-14	3.99788110e-15
3.62000000e+03	3.73810291e-14	3.96711710e-15
3.62200000e+03	3.02122402e-14	3.77527180e-15
3.62400000e+03	3.10870767e-14	3.75335190e-15
3.62600000e+03	3.08020782e-14	3.74725550e-15
3.62800000e+03	3.64439058e-14	3.90007320e-15
3.63000000e+03	3.70468616e-14	4.00174170e-15
3.63200000e+03	3.35510111e-14	3.97615790e-15
3.63400000e+03	3.19287229e-14	3.87899850e-15
3.63600000e+03	3.66625214e-14	3.94929920e-15
3.63800000e+03	3.20078444e-14	3.83053870e-15
3.64000000e+03	3.72641492e-14	3.87133630e-15
3.64200000e+03	3.15238476e-14	3.78009170e-15
3.64400000e+03	3.59725523e-14	3.93483520e-15
3.64600000e+03	3.43288207e-14	3.97482280e-15
3.64800000e+03	3.29557180e-14	4.61047470e-15
3.65000000e+03	3.00266957e-14	5.04640400e-15
3.65200000e+03	3.60579443e-14	4.75433200e-15
3.65400000e+03	3.58912969e-14	4.44290520e-15
3.65600000e+03	2.99864602e-14	4.07840610e-15
3.65800000e+03	3.15908456e-14	3.68134740e-15
3.66000000e+03	3.27660203e-14	3.67815170e-15
3.66200000e+03	3.38891411e-14	4.04994730e-15
3.66400000e+03	3.67542720e-14	3.99570230e-15
3.66600000e+03	2.91035104e-14	3.41711640e-15
3.66800000e+03	3.60939193e-14	3.34041270e-15
3.67000000e+03	3.62779045e-14	3.30725760e-15
3.67200000e+03	3.35205269e-14	3.21366940e-15
3.67400000e+03	3.61117983e-14	3.25248660e-15
3.67600000e+03	3.45860767e-14	3.17755850e-15
3.67800000e+03	3.70373511e-14	3.17891810e-15
3.68000000e+03	3.14396834e-14	3.07044980e-15
3.68200000e+03	2.89299965e-14	2.97829570e-15
3.68400000e+03	3.55543113e-14	3.13779590e-15
3.68600000e+03	2.94393039e-14	2.90198890e-15
3.68800000e+03	2.87177396e-14	2.95051660e-15
3.69000000e+03	3.31747842e-14	3.01376790e-15
3.69200000e+03	3.50471711e-14	3.09114160e-15
3.69400000e+03	3.39893532e-14	3.06079090e-15
3.69600000e+03	3.18562150e-14	3.10939520e-15
3.69800000e+03	2.70366120e-14	3.01639880e-15
3.70000000e+03	3.26524687e-14	3.17669390e-15
3.70200000e+03	3.31827617e-14	3.17354320e-15
3.70400000e+03	2.97643518e-14	3.05685070e-15
3.70600000e+03	3.23498440e-14	3.06848110e-15
3.70800000e+03	2.92205215e-14	2.98389320e-15
3.71000000e+03	3.09119034e-14	2.98932910e-15
3.71200000e+03	3.17431450e-14	3.00109980e-15
3.71400000e+03	3.24143076e-14	2.97748630e-15
3.71600000e+03	3.36812186e-14	2.98257050e-15
3.71800000e+03	3.71610212e-14	3.02539200e-15
3.72000000e+03	2.69357514e-14	2.80231180e-15
3.72200000e+03	3.28046489e-14	2.90974350e-15
3.72400000e+03	2.60933781e-14	2.78267860e-15
3.72600000e+03	2.73176789e-14	2.80510490e-15
3.72800000e+03	2.84291387e-14	2.89608660e-15
3.73000000e+03	2.93518209e-14	2.89451810e-15
3.73200000e+03	2.42402911e-14	2.93354690e-15
3.73400000e+03	2.93854022e-14	3.01022320e-15
3.73600000e+03	2.66208076e-14	2.98457060e-15
3.73800000e+03	3.26601505e-14	3.08888580e-15
3.74000000e+03	2.39494491e-14	3.01866020e-15
3.74200000e+03	2.65601850e-14	2.99798910e-15
3.74400000e+03	2.31158543e-14	2.87916660e-15
3.74600000e+03	2.61646795e-14	2.81717300e-15
3.74800000e+03	2.93657351e-14	2.89801930e-15
3.75000000e+03	2.29645514e-14	2.72673960e-15
3.75200000e+03	2.24865031e-14	2.71904170e-15
3.75400000e+03	2.55111647e-14	2.78515190e-15
3.75600000e+03	2.16859126e-14	2.71245540e-15
3.75800000e+03	1.91189468e-14	2.59568540e-15
3.76000000e+03	2.71292186e-14	2.68180340e-15
3.76200000e+03	2.49164057e-14	2.61410330e-15
3.76400000e+03	2.69497895e-14	2.67767520e-15
3.76600000e+03	8.52482891e-14	3.54492520e-15
3.76800000e+03	1.96475296e-13	4.84012400e-15
3.77000000e+03	2.68692360e-13	5.63054380e-15
3.77200000e+03	1.74318867e-13	4.67535320e-15
3.77400000e+03	6.34051514e-14	3.27574940e-15
3.77600000e+03	2.64312363e-14	2.69101530e-15
3.77800000e+03	2.18704319e-14	2.58407410e-15
3.78000000e+03	1.50092113e-14	2.44759260e-15
3.78200000e+03	2.50988269e-14	2.61488650e-15
3.78400000e+03	2.37377048e-14	2.56000100e-15
3.78600000e+03	2.53058648e-14	2.51828250e-15
3.78800000e+03	2.19836640e-14	2.47945520e-15
3.79000000e+03	2.56703758e-14	2.61076810e-15
3.79200000e+03	2.21186590e-14	2.57622630e-15
3.79400000e+03	2.36288023e-14	2.53471640e-15
3.79600000e+03	2.27518511e-14	2.45794060e-15
3.79800000e+03	1.88289106e-14	2.36616730e-15
3.80000000e+03	2.25164914e-14	2.44087850e-15
3.80200000e+03	2.31712317e-14	2.51489160e-15
3.80400000e+03	2.27701259e-14	2.45662080e-15
3.80600000e+03	1.90599477e-14	2.35271710e-15
3.80800000e+03	2.15216136e-14	2.35497910e-15
3.81000000e+03	2.07835627e-14	2.32440990e-15
3.81200000e+03	2.26513720e-14	2.43489030e-15
3.81400000e+03	2.53036308e-14	2.51395020e-15
3.81600000e+03	2.12642455e-14	2.35857680e-15
3.81800000e+03	1.77964759e-14	2.33602580e-15
3.82000000e+03	2.44818783e-14	2.44531650e-15
3.82200000e+03	1.75006616e-14	2.28502050e-15
3.82400000e+03	2.33430767e-14	2.36184370e-15
3.82600000e+03	2.34809685e-14	2.38685250e-15
3.82800000e+03	2.36831665e-14	2.48717610e-15
3.83000000e+03	2.19911885e-14	2.53041800e-15
3.83200000e+03	1.96816719e-14	2.47283950e-15
3.83400000e+03	1.87478364e-14	2.34611530e-15
3.83600000e+03	1.70833194e-14	2.27816280e-15
3.83800000e+03	2.28776860e-14	2.33895000e-15
3.84000000e+03	2.31826830e-14	2.34073420e-15
3.84200000e+03	2.21434426e-14	2.30326470e-15
3.84400000e+03	2.42355204e-14	2.32300920e-15
3.84600000e+03	2.41951180e-14	2.27488760e-15
