wave	flux	eflux
5.00066083e+03	4.01645024e-16	4.01645024e-17
5.00240185e+03	3.67976206e-16	3.67976206e-17
5.00414288e+03	4.74497693e-16	4.74497693e-17
5.00588390e+03	4.07532485e-16	4.07532485e-17
5.00762492e+03	4.76427975e-16	4.76427975e-17
5.00936594e+03	4.88290195e-16	4.88290195e-17
5.01110697e+03	4.20432400e-16	4.20432400e-17
5.01284799e+03	5.90280267e-16	5.90280267e-17
5.01458901e+03	8.61115929e-16	8.61115929e-17
5.01633003e+03	9.28027085e-16	9.28027085e-17
5.01807105e+03	6.74101218e-16	6.74101218e-17
5.01981208e+03	4.14163721e-16	4.14163721e-17
5.02155310e+03	5.59683690e-16	5.59683690e-17
5.02329412e+03	5.16360973e-16	5.16360973e-17
5.02503514e+03	6.76731309e-16	6.76731309e-17
5.02677617e+03	8.67453747e-16	8.67453747e-17
5.02851719e+03	8.28777587e-16	8.28777587e-17
5.03025821e+03	6.62165995e-16	6.62165995e-17
5.03199923e+03	5.91718794e-16	5.91718794e-17
5.03374025e+03	6.09082334e-16	6.09082334e-17
5.03548128e+03	6.29370097e-16	6.29370097e-17
5.03722230e+03	5.97430496e-16	5.97430496e-17
5.03896332e+03	4.63783414e-16	4.63783414e-17
5.04070434e+03	3.29841565e-16	3.29841565e-17
5.04244537e+03	3.56939181e-16	3.56939181e-17
5.04418639e+03	5.04342846e-16	5.04342846e-17
5.04592741e+03	6.46402712e-16	6.46402712e-17
5.04766843e+03	7.15893665e-16	7.15893665e-17
5.04940946e+03	6.72951054e-16	6.72951054e-17
5.05115048e+03	5.92660377e-16	5.92660377e-17
5.05289150e+03	6.04133015e-16	6.04133015e-17
5.05463252e+03	7.64286722e-16	7.64286722e-17
5.05637354e+03	1.08839446e-15	1.08839446e-16
5.05811457e+03	1.46655359e-15	1.46655359e-16
5.05985559e+03	1.71886067e-15	1.71886067e-16
5.06159661e+03	1.80403068e-15	1.80403068e-16
5.06333763e+03	1.76737702e-15	1.76737702e-16
5.06507866e+03	1.62902298e-15	1.62902298e-16
5.06681968e+03	1.40313390e-15	1.40313390e-16
5.06856070e+03	1.14445512e-15	1.14445512e-16
5.07030172e+03	9.22185204e-16	9.22185204e-17
5.07204274e+03	7.90038059e-16	7.90038059e-17
5.07378377e+03	7.92332036e-16	7.92332036e-17
5.07552479e+03	8.55936958e-16	8.55936958e-17
5.07726581e+03	8.25429266e-16	8.25429266e-17
5.07900683e+03	6.92219094e-16	6.92219094e-17
5.08074786e+03	5.55705759e-16	5.55705759e-17
5.08248888e+03	4.45434298e-16	4.45434298e-17
5.08422990e+03	3.40242150e-16	3.40242150e-17
5.08597092e+03	2.61166251e-16	2.61166251e-17
5.08771194e+03	2.61756845e-16	2.61756845e-17
5.08945297e+03	3.07293574e-16	3.07293574e-17
5.09119399e+03	2.84952154e-16	2.84952154e-17
5.09293501e+03	2.25551639e-16	2.25551639e-17
5.09467603e+03	2.87092315e-16	2.87092315e-17
5.09641706e+03	4.56577917e-16	4.56577917e-17
5.09815808e+03	5.69666079e-16	5.69666079e-17
5.09989910e+03	5.82862323e-16	5.82862323e-17
5.10164012e+03	5.61665800e-16	5.61665800e-17
5.10338114e+03	5.35032332e-16	5.35032332e-17
5.10512217e+03	5.03504177e-16	5.03504177e-17
5.10686319e+03	4.72516536e-16	4.72516536e-17
5.10860421e+03	4.44294404e-16	4.44294404e-17
5.11034523e+03	4.27993678e-16	4.27993678e-17
5.11208626e+03	4.42984626e-16	4.42984626e-17
5.11382728e+03	4.78854407e-16	4.78854407e-17
5.11556830e+03	4.94930774e-16	4.94930774e-17
5.11730932e+03	4.66943323e-16	4.66943323e-17
5.11905034e+03	3.82790680e-16	3.82790680e-17
5.12079137e+03	2.84914699e-16	2.84914699e-17
5.12253239e+03	2.91145685e-16	2.91145685e-17
5.12427341e+03	4.09829480e-16	4.09829480e-17
5.12601443e+03	5.01017500e-16	5.01017500e-17
5.12775546e+03	5.07237157e-16	5.07237157e-17
5.12949648e+03	4.88243926e-16	4.88243926e-17
5.13123750e+03	4.61486949e-16	4.61486949e-17
5.13297852e+03	3.83799760e-16	3.83799760e-17
5.13471954e+03	2.69403461e-16	2.69403461e-17
