wave	flux	eflux
5.98491160e+03	6.68468400e-17	4.68441650e-18
5.98912600e+03	8.48838850e-17	4.86142860e-18
5.99334000e+03	9.28734200e-17	4.92790080e-18
5.99755400e+03	6.61090000e-17	4.72215500e-18
6.00176800e+03	6.98975800e-17	4.69931230e-18
6.00598240e+03	7.13302460e-17	4.65620550e-18
6.01019630e+03	6.82571240e-17	4.64963430e-18
6.01441060e+03	7.00663340e-17	4.63215560e-18
6.01862450e+03	6.88516500e-17	4.61364250e-18
6.02283900e+03	7.69075600e-17	4.69690600e-18
6.02705270e+03	6.48716400e-17	4.58694020e-18
6.03126700e+03	7.57616200e-17	4.62037160e-18
6.03548100e+03	7.71359000e-17	4.63381240e-18
6.03969530e+03	6.59928500e-17	4.53392500e-18
6.04390970e+03	7.12909850e-17	4.53490300e-18
6.04812350e+03	6.91087100e-17	4.53465660e-18
6.05233800e+03	6.56266500e-17	4.48559080e-18
6.05655200e+03	6.63734700e-17	4.42438100e-18
6.06076600e+03	7.29739130e-17	4.52536860e-18
6.06498000e+03	6.74522050e-17	4.45677970e-18
6.06919430e+03	6.45014600e-17	4.47086400e-18
6.07340800e+03	7.10838450e-17	4.43456530e-18
6.07762260e+03	6.71563260e-17	4.43373940e-18
6.08183640e+03	7.42030640e-17	4.47254240e-18
6.08605100e+03	6.47717300e-17	4.35023470e-18
6.09026460e+03	5.82404000e-17	4.32138430e-18
6.09447900e+03	6.65521660e-17	4.36047350e-18
6.09869300e+03	6.86020300e-17	4.41804860e-18
6.10290700e+03	6.90796300e-17	4.39213300e-18
6.10712100e+03	6.60488900e-17	4.34314240e-18
6.11133540e+03	7.49670800e-17	4.42532650e-18
6.11554930e+03	6.43448500e-17	4.27341150e-18
6.11976370e+03	7.05188500e-17	4.33106000e-18
6.12397750e+03	6.86677200e-17	4.33431600e-18
6.12819200e+03	7.18431640e-17	4.36467970e-18
6.13240600e+03	6.25985700e-17	4.27844740e-18
6.13662000e+03	6.23542050e-17	4.25385320e-18
6.14083400e+03	6.90923850e-17	4.34330300e-18
6.14504830e+03	5.61170050e-17	4.23245570e-18
6.14926200e+03	6.00479400e-17	4.30966800e-18
6.15347660e+03	6.47602700e-17	4.36954480e-18
6.15769040e+03	7.09354600e-17	4.40599300e-18
6.16190500e+03	6.14897940e-17	4.29513450e-18
6.16611900e+03	5.66238350e-17	4.18275660e-18
6.17033300e+03	7.04317700e-17	4.25138100e-18
6.17454740e+03	5.86931200e-17	4.15266340e-18
6.17876100e+03	6.35435650e-17	4.17308440e-18
6.18297560e+03	6.23132400e-17	4.14745880e-18
6.18718950e+03	6.50888000e-17	4.13183130e-18
6.19140400e+03	6.19524400e-17	4.17342030e-18
6.19561770e+03	7.52231760e-17	4.21812700e-18
6.19983200e+03	6.62777100e-17	4.19877830e-18
6.20404600e+03	6.29834840e-17	4.14245400e-18
6.20826030e+03	6.65081340e-17	4.16302340e-18
6.21247400e+03	6.97289800e-17	4.19377180e-18
6.21668850e+03	6.44571800e-17	4.19995620e-18
6.22090230e+03	7.28135700e-17	4.28012080e-18
6.22511670e+03	6.73180800e-17	4.26900200e-18
6.22933060e+03	6.86021600e-17	4.28879800e-18
6.23354500e+03	7.20982700e-17	4.35789480e-18
6.23775900e+03	6.38499900e-17	4.18716960e-18
6.24197300e+03	6.35655940e-17	4.12630940e-18
6.24618700e+03	6.46601860e-17	4.16030320e-18
6.25040140e+03	6.78081700e-17	4.16222970e-18
6.25461500e+03	6.15058200e-17	4.17774900e-18
6.25882960e+03	6.26190940e-17	4.18685800e-18
6.26304350e+03	6.06400750e-17	4.05331100e-18
6.26725800e+03	5.64205300e-17	3.99065970e-18
6.27147170e+03	6.31002950e-17	4.04338250e-18
6.27568600e+03	6.14844200e-17	4.05982770e-18
6.27990000e+03	5.64493460e-17	4.01447960e-18
6.28411430e+03	5.73321700e-17	4.06341060e-18
6.28832860e+03	6.06292800e-17	4.36880300e-18
6.29254250e+03	4.95743970e-17	4.49860500e-18
6.29675700e+03	4.77822000e-17	4.50694860e-18
6.30097070e+03	5.41331250e-17	4.40087260e-18
6.30518500e+03	5.16734400e-17	4.04739930e-18
6.30939900e+03	5.19942940e-17	3.91876650e-18
6.31361330e+03	5.52030900e-17	3.90764600e-18
6.31782700e+03	6.09904200e-17	4.00678760e-18
6.32204150e+03	5.15934800e-17	3.93879630e-18
6.32625540e+03	6.27535100e-17	4.01950300e-18
6.33046970e+03	5.35274830e-17	3.89744960e-18
6.33468360e+03	6.11092600e-17	3.88001560e-18
6.33889800e+03	4.89091700e-17	3.80272500e-18
6.34311200e+03	4.68308000e-17	3.79255700e-18
6.34732600e+03	5.06286100e-17	3.87456300e-18
6.35154000e+03	5.34196900e-17	3.95112750e-18
6.35575440e+03	4.89438370e-17	4.01573980e-18
6.35996830e+03	4.21568560e-17	3.92179560e-18
6.36418260e+03	4.81845680e-17	3.89535500e-18
6.36839650e+03	5.10567600e-17	3.83652080e-18
6.37261100e+03	5.26361960e-17	3.82826900e-18
6.37682470e+03	5.40959150e-17	3.88031700e-18
6.38103900e+03	5.18400480e-17	3.80073000e-18
6.38525300e+03	5.53033170e-17	3.81477200e-18
6.38946730e+03	5.94494700e-17	3.78503250e-18
6.39368100e+03	5.23303600e-17	3.73868140e-18
6.39789550e+03	5.32325370e-17	3.76018520e-18
6.40211000e+03	6.50320500e-17	3.81822560e-18
6.40632370e+03	5.13674800e-17	3.67071360e-18
6.41053800e+03	4.98361500e-17	3.71921900e-18
6.41475200e+03	4.69046800e-17	3.66534730e-18
6.41896630e+03	5.25099980e-17	3.76003800e-18
6.42318000e+03	6.12255700e-17	3.78044660e-18
6.42739450e+03	5.53716500e-17	3.74700400e-18
6.43160840e+03	5.36374400e-17	3.70028370e-18
6.43582280e+03	4.85664800e-17	3.66144550e-18
6.44003660e+03	5.00071600e-17	3.65973080e-18
6.44425100e+03	5.16443400e-17	3.70084580e-18
6.44846500e+03	5.64837200e-17	3.71332540e-18
6.45267900e+03	5.40566930e-17	3.69371170e-18
6.45689300e+03	5.09407140e-17	3.74273400e-18
6.46110740e+03	5.63347000e-17	3.81444950e-18
6.46532130e+03	5.03775000e-17	3.76299900e-18
6.46953560e+03	4.54424040e-17	3.66730440e-18
6.47374950e+03	4.95492700e-17	3.64725000e-18
6.47796400e+03	4.71981320e-17	3.59130400e-18
6.48217770e+03	4.53861160e-17	3.57467500e-18
6.48639200e+03	4.99469420e-17	3.62435350e-18
6.49060600e+03	4.66799300e-17	3.67632400e-18
6.49482030e+03	4.76817940e-17	3.69932170e-18
6.49903400e+03	4.68347980e-17	3.71280700e-18
6.50324850e+03	4.37185470e-17	3.54934430e-18
6.50746240e+03	4.57417700e-17	3.55712980e-18
6.51167700e+03	3.86389460e-17	3.49004500e-18
6.51589060e+03	4.14613960e-17	3.53477000e-18
6.52010500e+03	4.21724870e-17	3.53388900e-18
6.52431930e+03	4.54644600e-17	3.59755030e-18
6.52853300e+03	4.07457520e-17	3.52661750e-18
6.53274760e+03	4.36435380e-17	3.54599630e-18
6.53696140e+03	3.98416570e-17	3.52351700e-18
6.54117600e+03	4.77655300e-17	3.61749450e-18
6.54538960e+03	4.46698570e-17	3.62265070e-18
6.54960400e+03	4.87100360e-17	3.67047700e-18
6.55381800e+03	4.90983540e-17	3.71658700e-18
6.55803200e+03	4.43194800e-17	3.61100240e-18
6.56224600e+03	4.78483550e-17	3.64462350e-18
6.56646040e+03	4.84596750e-17	3.63036460e-18
6.57067430e+03	4.94543560e-17	3.64478860e-18
6.57488870e+03	5.90559500e-17	3.71621480e-18
6.57910250e+03	4.93818900e-17	3.61155400e-18
6.58331700e+03	5.36024520e-17	3.56494800e-18
6.58753100e+03	5.27071700e-17	3.60685400e-18
6.59174500e+03	6.06864100e-17	3.66278200e-18
6.59595900e+03	5.44590470e-17	3.57332060e-18
6.60017330e+03	5.35480960e-17	3.58205150e-18
6.60438700e+03	5.21415200e-17	3.54044100e-18
6.60860160e+03	6.41786900e-17	3.65922300e-18
6.61281540e+03	5.47691900e-17	3.58078840e-18
6.61703000e+03	6.54044560e-17	3.64585980e-18
6.62124370e+03	6.49416260e-17	3.62791500e-18
6.62545800e+03	8.15595800e-17	3.86088580e-18
6.62967200e+03	8.62933540e-17	3.92581530e-18
6.63388600e+03	7.55478200e-17	3.80125970e-18
6.63810000e+03	7.48302300e-17	3.77294370e-18
6.64231450e+03	6.31727760e-17	3.62003020e-18
6.64652900e+03	6.51042160e-17	3.61947800e-18
6.65074270e+03	6.52896600e-17	3.62620060e-18
6.65495700e+03	6.60431500e-17	3.62722170e-18
6.65917100e+03	6.30930560e-17	3.62143150e-18
6.66338530e+03	6.12503550e-17	3.59673230e-18
6.66759900e+03	6.66439900e-17	3.65219400e-18
6.67181350e+03	5.99738970e-17	3.54734960e-18
6.67602730e+03	6.52242400e-17	3.61111500e-18
6.68024170e+03	6.66507300e-17	3.59877830e-18
6.68445560e+03	6.10711750e-17	3.57736900e-18
6.68867000e+03	6.44986700e-17	3.59847060e-18
6.69288400e+03	6.50704140e-17	3.62747070e-18
6.69709800e+03	6.59045570e-17	3.61999000e-18
6.70131200e+03	6.14327500e-17	3.60059600e-18
6.70552640e+03	6.04189000e-17	3.57406880e-18
6.70974000e+03	6.34519700e-17	3.58372500e-18
6.71395460e+03	5.57299040e-17	3.53277050e-18
6.71816850e+03	6.09553400e-17	3.54439700e-18
6.72238300e+03	6.06260300e-17	3.54419140e-18
6.72659670e+03	5.64730700e-17	3.49562400e-18
6.73081100e+03	6.17317700e-17	3.55043170e-18
6.73502500e+03	5.85692600e-17	3.52042300e-18
6.73923930e+03	6.05503400e-17	3.51140400e-18
6.74345300e+03	5.89221400e-17	3.51335870e-18
6.74766750e+03	6.17030900e-17	3.55850740e-18
6.75188130e+03	6.49714440e-17	3.57260550e-18
6.75609570e+03	5.48751420e-17	3.46177220e-18
6.76030960e+03	5.68451000e-17	3.46499070e-18
6.76452400e+03	5.80663650e-17	3.50295150e-18
6.76873830e+03	5.86562240e-17	3.48494670e-18
6.77295200e+03	6.68494200e-17	3.56116800e-18
6.77716650e+03	5.54189800e-17	3.44193970e-18
6.78138040e+03	5.64409350e-17	3.46683080e-18
6.78559470e+03	6.05728500e-17	3.51328420e-18
6.78980860e+03	6.42391240e-17	3.51426900e-18
6.79402300e+03	6.30532850e-17	3.52229500e-18
6.79823700e+03	5.79425100e-17	3.45344820e-18
6.80245100e+03	5.34757050e-17	3.46834410e-18
6.80666500e+03	5.66240500e-17	3.50638470e-18
6.81087940e+03	5.97080100e-17	3.48030160e-18
6.81509330e+03	5.43389970e-17	3.46878400e-18
6.81930760e+03	4.93725680e-17	3.58625200e-18
6.82352150e+03	5.60686000e-17	3.73272940e-18
6.82773600e+03	5.19481530e-17	3.76179570e-18
6.83194970e+03	5.11696770e-17	3.69466630e-18
6.83616400e+03	4.50193150e-17	3.48660560e-18
6.84037800e+03	4.52803270e-17	3.39559090e-18
6.84459230e+03	4.70412700e-17	3.34257130e-18
6.84880600e+03	4.54045720e-17	3.34526800e-18
6.85302050e+03	5.25287480e-17	3.56989070e-18
6.85723440e+03	4.45727700e-17	3.55348300e-18
6.86144870e+03	3.78443730e-17	3.44970700e-18
6.86566260e+03	3.68178850e-17	3.32031460e-18
6.86987700e+03	4.23118300e-17	3.17808850e-18
6.87409100e+03	4.15746700e-17	3.16451500e-18
6.87830500e+03	4.02555060e-17	3.21417940e-18
6.88251900e+03	4.16656570e-17	3.21956040e-18
6.88673340e+03	3.94107820e-17	3.19378880e-18
6.89094780e+03	4.70355640e-17	3.27195000e-18
6.89516160e+03	4.97588940e-17	3.25190180e-18
