wave	flux	eflux
3.43800000e+03	3.78499330e-15	6.54065000e-16
3.44000000e+03	2.32493970e-15	6.30389900e-16
3.44200000e+03	2.35098960e-15	6.51950200e-16
3.44400000e+03	1.31311520e-15	6.52158000e-16
3.44600000e+03	1.12472630e-15	6.92351000e-16
3.44800000e+03	1.95640470e-15	7.16435500e-16
3.45000000e+03	2.69302250e-15	7.71993700e-16
3.45200000e+03	2.64936570e-15	7.92106300e-16
3.45400000e+03	3.74599070e-15	8.04244200e-16
3.45600000e+03	2.18290430e-15	7.84364500e-16
3.45800000e+03	2.68460750e-15	7.85801100e-16
3.46000000e+03	3.03106400e-15	7.85744500e-16
3.46200000e+03	3.54371220e-15	7.84345700e-16
3.46400000e+03	4.52287910e-15	8.02087700e-16
3.46600000e+03	4.09213420e-15	7.88225400e-16
3.46800000e+03	3.62994820e-15	8.77496600e-16
3.47000000e+03	2.47192400e-15	8.71321200e-16
3.47200000e+03	2.77346040e-15	7.79516100e-16
3.47400000e+03	7.63241900e-16	7.48451400e-16
3.47600000e+03	3.33215000e-15	7.84871500e-16
3.47800000e+03	2.89339840e-15	8.43201300e-16
3.48000000e+03	2.61591580e-15	8.58109900e-16
3.48200000e+03	4.96261240e-15	8.74611700e-16
3.48400000e+03	3.39418260e-15	8.52488300e-16
3.48600000e+03	3.47546910e-15	8.63229600e-16
3.48800000e+03	1.97707550e-15	7.91475200e-16
3.49000000e+03	2.96314120e-15	7.96625800e-16
3.49200000e+03	3.95701440e-15	7.89974000e-16
3.49400000e+03	4.34575530e-15	7.90883700e-16
3.49600000e+03	3.56099190e-15	7.84026500e-16
3.49800000e+03	3.95356090e-15	7.80500900e-16
3.50000000e+03	2.99101770e-15	7.77070100e-16
3.50200000e+03	2.53610850e-15	7.58234600e-16
3.50400000e+03	3.52795600e-15	7.77708700e-16
3.50600000e+03	3.38051940e-15	7.50929000e-16
3.50800000e+03	3.03091850e-15	7.41764900e-16
3.51000000e+03	1.69314060e-15	7.40831900e-16
3.51200000e+03	3.46407830e-15	7.49472600e-16
3.51400000e+03	5.28349040e-15	7.62883600e-16
3.51600000e+03	1.60271670e-15	7.19587600e-16
3.51800000e+03	2.13460910e-15	7.26669900e-16
3.52000000e+03	2.48101650e-15	7.17837200e-16
3.52200000e+03	1.82733330e-15	7.15296500e-16
3.52400000e+03	1.45735250e-15	6.85893700e-16
3.52600000e+03	2.46256840e-15	7.06685600e-16
3.52800000e+03	3.79988940e-15	7.25140900e-16
3.53000000e+03	3.89799000e-15	7.29069200e-16
3.53200000e+03	3.01106810e-15	7.24015300e-16
3.53400000e+03	2.42943500e-15	7.11206000e-16
3.53600000e+03	3.92557020e-15	7.27339900e-16
3.53800000e+03	3.41056700e-15	7.36968300e-16
3.54000000e+03	3.08454900e-15	7.67023000e-16
3.54200000e+03	3.08158640e-15	8.11127600e-16
3.54400000e+03	9.26367700e-16	7.99071600e-16
3.54600000e+03	3.34908660e-15	8.08720700e-16
3.54800000e+03	5.17390600e-16	7.65643000e-16
3.55000000e+03	1.99576170e-15	7.75583100e-16
3.55200000e+03	1.44556870e-15	7.65833000e-16
3.55400000e+03	3.09392840e-15	7.88699700e-16
3.55600000e+03	3.27802360e-15	7.64107100e-16
3.55800000e+03	3.38718440e-15	7.78792900e-16
3.56000000e+03	2.59883520e-15	7.47960000e-16
3.56200000e+03	1.16934390e-15	7.20892300e-16
3.56400000e+03	1.84062290e-15	6.94883900e-16
3.56600000e+03	2.51846520e-15	6.84055400e-16
3.56800000e+03	4.75237670e-15	7.21559800e-16
3.57000000e+03	3.88928060e-15	7.07773300e-16
3.57200000e+03	3.78503530e-15	7.54571600e-16
3.57400000e+03	3.78099110e-15	7.15788500e-16
3.57600000e+03	2.45542410e-15	6.66942300e-16
3.57800000e+03	3.53203650e-15	6.65798600e-16
3.58000000e+03	3.65250020e-15	6.50908600e-16
3.58200000e+03	2.87795160e-15	6.34074100e-16
3.58400000e+03	2.67217730e-15	5.83206100e-16
3.58600000e+03	2.97430550e-15	5.81564600e-16
3.58800000e+03	3.83399720e-15	6.11572700e-16
3.59000000e+03	3.51453600e-15	6.35351800e-16
3.59200000e+03	2.81831200e-15	6.16236700e-16
3.59400000e+03	2.00205430e-15	5.80234600e-16
3.59600000e+03	3.19414170e-15	5.99528700e-16
3.59800000e+03	2.17496750e-15	5.75426100e-16
3.60000000e+03	2.50659580e-15	5.73145300e-16
3.60200000e+03	3.44588550e-15	5.78324500e-16
3.60400000e+03	3.31513400e-15	5.62699400e-16
3.60600000e+03	3.50189390e-15	5.53883300e-16
3.60800000e+03	2.42098640e-15	5.34602400e-16
3.61000000e+03	3.00285910e-15	5.49801600e-16
3.61200000e+03	2.12077170e-15	5.75191700e-16
3.61400000e+03	3.35326140e-15	6.11317300e-16
3.61600000e+03	4.22574070e-15	6.09835500e-16
3.61800000e+03	2.59848920e-15	5.60387300e-16
3.62000000e+03	2.92678530e-15	5.53393000e-16
3.62200000e+03	3.18635050e-15	5.59311600e-16
3.62400000e+03	3.40668890e-15	5.61809400e-16
3.62600000e+03	1.86757220e-15	5.72807500e-16
3.62800000e+03	3.38482710e-15	5.70892900e-16
3.63000000e+03	2.96850830e-15	5.93045100e-16
3.63200000e+03	3.71220140e-15	5.95286800e-16
