wave	flux	eflux
4.00060943e+03	5.57399401e-16	5.57399401e-17
4.00235080e+03	6.22626497e-16	6.22626497e-17
4.00409217e+03	4.37162095e-16	4.37162095e-17
4.00583354e+03	3.60762555e-16	3.60762555e-17
4.00757491e+03	4.08151799e-16	4.08151799e-17
4.00931628e+03	5.51109229e-16	5.51109229e-17
4.01105765e+03	5.94052899e-16	5.94052899e-17
4.01279902e+03	7.09349224e-16	7.09349224e-17
4.01454039e+03	6.27048644e-16	6.27048644e-17
4.01628176e+03	4.80710468e-16	4.80710468e-17
4.01802313e+03	5.51726980e-16	5.51726980e-17
4.01976451e+03	4.59439670e-16	4.59439670e-17
4.02150588e+03	5.43476297e-16	5.43476297e-17
4.02324725e+03	4.34384250e-16	4.34384250e-17
4.02498862e+03	6.12547069e-16	6.12547069e-17
4.02672999e+03	6.07552804e-16	6.07552804e-17
4.02847136e+03	5.74303532e-16	5.74303532e-17
4.03021273e+03	6.23032279e-16	6.23032279e-17
4.03195410e+03	4.29340937e-16	4.29340937e-17
4.03369547e+03	4.43514895e-16	4.43514895e-17
4.03543684e+03	4.45182571e-16	4.45182571e-17
4.03717821e+03	3.11698543e-16	3.11698543e-17
4.03891958e+03	3.34978317e-16	3.34978317e-17
4.04066096e+03	5.20711546e-16	5.20711546e-17
4.04240233e+03	5.91901912e-16	5.91901912e-17
4.04414370e+03	4.33823065e-16	4.33823065e-17
4.04588507e+03	4.28459229e-16	4.28459229e-17
4.04762644e+03	6.65350839e-16	6.65350839e-17
4.04936781e+03	7.03143490e-16	7.03143490e-17
4.05110918e+03	4.37227317e-16	4.37227317e-17
4.05285055e+03	3.87318997e-16	3.87318997e-17
4.05459192e+03	5.64865626e-16	5.64865626e-17
4.05633329e+03	6.14864499e-16	6.14864499e-17
4.05807466e+03	6.02146405e-16	6.02146405e-17
4.05981603e+03	6.31140449e-16	6.31140449e-17
4.06155740e+03	5.30542951e-16	5.30542951e-17
4.06329878e+03	4.50811634e-16	4.50811634e-17
4.06504015e+03	5.58655339e-16	5.58655339e-17
4.06678152e+03	6.26382982e-16	6.26382982e-17
4.06852289e+03	6.27651255e-16	6.27651255e-17
4.07026426e+03	5.19256819e-16	5.19256819e-17
4.07200563e+03	3.68272005e-16	3.68272005e-17
4.07374700e+03	3.11116128e-16	3.11116128e-17
4.07548837e+03	3.22671034e-16	3.22671034e-17
4.07722974e+03	5.34544652e-16	5.34544652e-17
4.07897111e+03	6.93751271e-16	6.93751271e-17
4.08071248e+03	5.34571387e-16	5.34571387e-17
4.08245385e+03	6.11067673e-16	6.11067673e-17
4.08419523e+03	5.53937048e-16	5.53937048e-17
4.08593660e+03	6.00320996e-16	6.00320996e-17
4.08767797e+03	5.00547026e-16	5.00547026e-17
4.08941934e+03	6.00021517e-16	6.00021517e-17
4.09116071e+03	4.33271593e-16	4.33271593e-17
4.09290208e+03	3.88258807e-16	3.88258807e-17
4.09464345e+03	6.20888756e-16	6.20888756e-17
4.09638482e+03	5.53970188e-16	5.53970188e-17
4.09812619e+03	5.09549240e-16	5.09549240e-17
4.09986756e+03	4.37152301e-16	4.37152301e-17
4.10160893e+03	5.01793224e-16	5.01793224e-17
4.10335030e+03	4.37137425e-16	4.37137425e-17
4.10509167e+03	5.59002358e-16	5.59002358e-17
4.10683305e+03	6.38346211e-16	6.38346211e-17
4.10857442e+03	6.12232873e-16	6.12232873e-17
4.11031579e+03	6.08722027e-16	6.08722027e-17
4.11205716e+03	6.00464780e-16	6.00464780e-17
4.11379853e+03	5.75322407e-16	5.75322407e-17
4.11553990e+03	4.75627688e-16	4.75627688e-17
4.11728127e+03	4.76421357e-16	4.76421357e-17
4.11902264e+03	4.70753384e-16	4.70753384e-17
4.12076401e+03	6.42491908e-16	6.42491908e-17
4.12250538e+03	6.62184259e-16	6.62184259e-17
4.12424675e+03	4.47493224e-16	4.47493224e-17
4.12598812e+03	4.59607118e-16	4.59607118e-17
4.12772950e+03	6.51222647e-16	6.51222647e-17
