wave	flux	eflux
3.43800000e+03	3.15779400e-16	3.33461700e-16
3.44000000e+03	2.47258600e-16	3.28086400e-16
3.44200000e+03	3.00800200e-16	3.26917800e-16
3.44400000e+03	4.78085600e-16	3.34653200e-16
3.44600000e+03	4.56162800e-16	3.42091700e-16
3.44800000e+03	2.35311500e-16	3.56422000e-16
3.45000000e+03	2.33791900e-16	3.83349100e-16
3.45200000e+03	3.30660500e-16	3.96940900e-16
3.45600000e+03	9.79790200e-16	4.04523800e-16
3.45800000e+03	3.48619200e-16	4.03403300e-16
3.46000000e+03	1.03947560e-15	3.97252100e-16
3.46200000e+03	3.30951400e-16	3.95511500e-16
3.46600000e+03	7.72184100e-16	3.94062700e-16
3.46800000e+03	8.12379000e-16	3.98840500e-16
3.47000000e+03	2.43645100e-16	3.94447500e-16
3.47200000e+03	6.84047800e-16	3.84844500e-16
3.47400000e+03	2.16501500e-16	3.81222000e-16
3.47600000e+03	1.16176880e-15	3.93974700e-16
3.47800000e+03	5.61363600e-16	4.14517900e-16
3.48000000e+03	1.10367380e-15	4.37129300e-16
3.48200000e+03	1.76492000e-16	4.20971600e-16
3.48400000e+03	6.97690500e-16	4.23493200e-16
3.48600000e+03	5.50322800e-16	4.22070000e-16
3.48800000e+03	7.86739200e-16	4.19339900e-16
3.49000000e+03	7.78362000e-17	4.07859200e-16
3.49200000e+03	1.58781590e-15	4.17277700e-16
3.49400000e+03	3.36492700e-16	3.92442200e-16
3.49600000e+03	1.36098650e-15	4.01567600e-16
3.49800000e+03	1.01449390e-15	3.90538500e-16
3.50000000e+03	3.50691900e-16	3.93974500e-16
3.50200000e+03	3.23672200e-16	3.98807300e-16
3.50400000e+03	5.05915100e-16	4.09168600e-16
3.50600000e+03	3.62302200e-16	3.89875200e-16
3.51000000e+03	6.96449300e-16	4.00612900e-16
3.51200000e+03	7.67016500e-16	3.85015400e-16
3.51400000e+03	1.01188510e-15	3.89312100e-16
3.51600000e+03	1.51258100e-15	4.03316800e-16
3.51800000e+03	1.14462600e-15	3.91334600e-16
3.52000000e+03	6.34000200e-16	3.80589700e-16
3.52200000e+03	2.66833300e-16	3.65544100e-16
3.52400000e+03	6.51937200e-16	3.60791000e-16
3.52600000e+03	4.21323900e-16	3.64516300e-16
3.52800000e+03	7.03924500e-16	3.68431200e-16
