58976.132 14.544 0.024 UVW2
58979.355 15.183 0.027 UVW2
58980.222 15.552 0.028 UVW2
58981.756 16.039 0.032 UVW2
58982.416 16.115 0.035 UVW2
58984.669 16.598 0.043 UVW2
58985.664 16.951 0.058 UVW2
58993.909 19.839 0.356 UVW2
58995.556 19.628 0.297 UVW2
58976.105 14.529 0.026 UVM2
58979.359 14.86 0.027 UVM2
58980.228 15.124 0.027 UVM2
58981.759 15.667 0.031 UVM2
58982.421 15.839 0.034 UVM2
58984.673 16.481 0.043 UVM2
58985.667 16.834 0.06 UVM2
58993.913 19.732 0.348 UVM2
58976.129 14.459 0.024 UVW1
58979.351 14.697 0.028 UVW1
58980.217 14.802 0.027 UVW1
58981.754 15.151 0.03 UVW1
58982.413 15.299 0.032 UVW1
58984.666 15.74 0.038 UVW1
58985.662 16.018 0.048 UVW1
58993.905 18.064 0.127 UVW1
58995.552 18.328 0.155 UVW1
59002.756 19.016 0.216 UVW1
59007.103 19.36 0.276 UVW1
58979.352 14.283 0.033 U
58980.219 14.305 0.031 U
58981.754 14.416 0.033 U
58982.414 14.449 0.035 U
58984.667 14.648 0.037 U
58985.663 14.709 0.043 U
58993.906 16.058 0.058 U
58995.554 16.497 0.074 U
59002.757 17.139 0.089 U
59007.104 17.503 0.11 U
59013.085 17.907 0.155 U
59017.993 18.453 0.355 U
58976.131 14.636 0.03 B
58979.353 14.385 0.035 B
58980.22 14.394 0.033 B
58981.755 14.485 0.035 B
58982.415 14.424 0.036 B
58984.668 14.463 0.038 B
58985.663 14.545 0.045 B
58993.907 14.846 0.042 B
58995.554 14.931 0.044 B
59002.758 15.317 0.043 B
59007.105 15.458 0.043 B
59013.085 15.597 0.048 B
59017.994 15.826 0.079 B
59048.409 18.086 0.311 B
58975.871 15.015 0.083 g
58976.226 14.755 0.03 g
58976.886 14.703 0.21 g
58976.911 14.68 0.219 g
58977.156 14.595 0.01 g
58977.917 14.512 0.196 g
58978.192 14.398 0.021 g
58979.252 14.382 0.025 g
58979.91 14.437 0.069 g
58980.19 14.39 0.03 g
58981.2 14.396 0.015 g
58982.893 14.507 0.07 g
58985.916 14.56 0.071 g
58986.191 14.509 0.023 g
58987.232 14.569 0.027 g
58988.883 14.629 0.065 g
58991.17 14.553 0.035 g
58992.193 14.646 0.02 g
58993.249 14.673 0.022 g
58994.222 14.685 0.032 g
58995.201 14.721 0.024 g
58997.186 14.825 0.03 g
58998.193 14.821 0.021 g
59014.2 15.176 0.026 g
59017.309 15.355 0.02 g
59020.198 15.269 0.031 g
59023.214 15.336 0.027 g
59176.516 18.872 0.06 g
59188.542 18.828 0.074 g
59194.549 19.067 0.055 g
59198.526 19.034 0.057 g
59203.541 19.117 0.069 g
59204.466 18.995 0.05 g
59221.473 19.098 0.111 g
59223.4 19.232 0.089 g
59225.465 19.309 0.082 g
59227.462 19.294 0.065 g
59231.459 19.378 0.06 g
59253.379 19.813 0.116 g
59268.436 19.857 0.133 g
59278.317 20.011 0.128 g
59280.397 19.866 0.12 g
59290.416 20.209 0.134 g
59291.29 20.302 0.085 g
59293.295 20.335 0.164 g
59295.296 20.125 0.163 g
59306.354 20.347 0.191 g
59307.297 20.907 0.234 g
59308.309 20.584 0.128 g
59309.278 20.496 0.109 g
59311.249 20.554 0.117 g
59312.331 20.621 0.217 g
59313.256 20.665 0.195 g
59319.316 20.742 0.207 g
59321.287 20.92 0.131 g
59323.278 20.606 0.248 g
59325.33 20.643 0.256 g
59334.212 21.185 0.301 g
59335.254 20.884 0.217 g
59338.268 20.887 0.155 g
59339.227 20.904 0.157 g
59340.229 20.975 0.242 g
59347.178 21.222 0.198 g
59353.257 20.988 0.311 g
59354.18 20.983 0.323 g
59362.192 21.39 0.298 g
59363.212 21.278 0.244 g
59368.194 21.194 0.315 g
59369.235 21.739 0.329 g
59375.188 20.854 0.311 g
58976.103 14.944 0.061 V
58979.356 14.518 0.055 V
58980.225 14.437 0.049 V
58981.757 14.523 0.053 V
58982.418 14.521 0.056 V
58984.671 14.68 0.064 V
58985.666 14.645 0.073 V
58993.91 14.635 0.06 V
58995.558 14.673 0.062 V
59002.761 14.722 0.051 V
59007.109 14.815 0.05 V
59013.088 14.877 0.053 V
59017.996 14.9 0.077 V
59059.331 17.428 0.361 V
58975.87 15.213 0.078 r
58976.059 15.161 0.099 r
58976.202 14.946 0.02 r
58976.224 14.926 0.1 r
58976.363 14.876 0.01 r
58976.888 14.863 0.085 r
58976.91 14.823 0.073 r
